sponsor_type,enrollment
Industry,275
Other,80
Industry,59
Industry,77
Industry,57
Industry,107
Industry,50
Industry,24
Industry,79
Other,78
Other,93
Other,32
Other,123
NIH,60
Industry,62
NIH,10
Industry,185
Industry,214
Other,24
Industry,29
Industry,37
Other,13
Industry,74
Industry,10
Industry,276
Other,30
Other,98
Industry,24
Other,32
Industry,16
Industry,129
Industry,350
Other,195
Industry,68
Other,101
Industry,66
Industry,60
Industry,268
Industry,24
Industry,101
Other,31
Industry,156
Other,24
Industry,129
Other,635
Industry,787
Industry,227
Industry,135
NIH,12
Industry,21
Industry,35
Other,497
Other,34
Other,12
Industry,128
Other,13
Industry,169
Other,51
Other,12
Other,81
Industry,39
Other,70
Other,145
Industry,5
Industry,54
Other,47
Industry,47
NIH,190
Industry,477
Industry,12
Industry,98
Industry,92
NIH,44
Industry,9
Other,11
Industry,84
Other,33
Industry,64
NIH,41
Industry,415
Industry,50
Industry,98
NIH,26
Other,101
Industry,85
Other,22
Industry,28
NIH,115
Industry,40
Other,92
Industry,62
Industry,16
Other,66
Industry,77
Other,56
Other,25
Industry,125
Industry,34
Other,2989
Other,43
Other,56
Industry,46
Other,28
Industry,110
Industry,45
Industry,94
Other,15
Other,296
Industry,43
Other,23
Industry,307
Other,158
Industry,159
Other,25
Industry,122
Industry,133
Industry,45
Other,19
Other,844
Other,24
NIH,676
Industry,67
Other,1519
Industry,118
Other,12
Industry,299
Other,109
Other,18
Industry,124
Industry,497
Industry,113
Other,32
Industry,198
Industry,39
Other,107
Other,59
Other,51
Industry,157
Industry,835
Other,874
Industry,105
Industry,415
Other,140
Other,139
Industry,34
Industry,201
Other,9
Other,298
NIH,793
Other,56
Industry,15
Industry,99
Industry,50
Other,7
Other,157
Other,104
Industry,602
Industry,95
Other,189
Industry,10
Other,137
NIH,161
Other,15
Industry,65
Industry,44
Other,114
Industry,226
Other,68
NIH,154
Other,58
Industry,240
NIH,141
Industry,155
Industry,37
Industry,35
Industry,60
Other,113
Other,10
Industry,13
Industry,44
Industry,441
Industry,56
Industry,541
Other,74
Other,91
Industry,393
Industry,26
Other,120
Industry,156
Other,1103
Industry,105
Industry,93
NIH,6
Industry,29
Industry,20
Industry,153
Other,65
Industry,271
Industry,19
Industry,262
NIH,20
Other,54
Industry,956
Other,13
Industry,82
Other,33
Other,99
Industry,56
NIH,648
Industry,269
Industry,18
Industry,78
NIH,75
Industry,59
Other,191
Other,70
Industry,24
Industry,39
Industry,168
Industry,161
Industry,54
Other,136
Other,21
Industry,248
Industry,168
NIH,36
Industry,327
Industry,35
Other,118
Other,24
NIH,463
Other,192
Industry,35
Other,37
Industry,634
Industry,803
Other,35
Other,152
NIH,45
Other,10
Other,27
Industry,489
Industry,84
Industry,252
NIH,6
Other,28
NIH,66
Other,14
Industry,260
Other,288
Industry,412
NIH,116
Industry,19
Industry,27
Other,36
Industry,31
Industry,146
Industry,232
Other,50
Other,12
Other,223
Industry,14
Other,63
Other,160
Other,322
Industry,140
Other,18
NIH,516
Industry,35
NIH,597
Industry,229
Industry,25
Other,64
Industry,42
Industry,118
Industry,40
NIH,670
Industry,173
Other,24
Other,25
NIH,5
Industry,68
Industry,198
Industry,37
Industry,63
Industry,262
Industry,169
Other,38
Industry,735
Industry,20
Other,121
Industry,61
Industry,51
Other,51
Industry,1591
NIH,63
Industry,636
NIH,28
Industry,96
Industry,27
Industry,336
NIH,1564
Industry,196
Industry,563
Other,5
Industry,200
Industry,53
Other,44
Other,46
Other,9
Industry,146
Other,11
Industry,47
Industry,157
Industry,16
Industry,20
Other,57
Industry,316
Industry,11
Industry,645
Industry,254
Industry,22
Other,298
Industry,256
Industry,41
Other,8
NIH,452
Other,9
Other,557
NIH,169
Industry,98
Other,47
Industry,162
Other,24
Industry,170
Industry,91
Other,71
Other,26
Other,65
Other,43
Industry,548
Industry,13
Other,118
NIH,386
Other,24
Industry,37
Other,5
Other,34
Other,21
Industry,193
Industry,41
Industry,137
Industry,23
Other,293
NIH,82
NIH,55
Industry,677
Industry,112
Industry,321
Industry,316
NIH,54
Industry,23
Industry,18
Industry,204
Other,159
Industry,114
Industry,194
Other,18
Industry,16
Other,106
Industry,7
Industry,25
Industry,149
Other,107
Other,17
Other,58
NIH,31
NIH,141
Industry,203
Other,83
Industry,31
Other,457
Other,105
Other,398
Industry,276
Other,60
Industry,143
Industry,22
Industry,41
Other,59
Other,7
Industry,7
NIH,78
NIH,19
Industry,163
Industry,62
Industry,139
Industry,3677
Industry,128
Industry,55
Industry,51
Industry,138
Industry,108
Other,33
Industry,245
Industry,137
Other,302
Industry,37
NIH,25
Industry,27
Other,24
Other,151
NIH,1103
Industry,41
Industry,128
Industry,294
Industry,116
Industry,50
Industry,653
Other,24
Industry,84
Other,10
Other,6
Other,100
Other,1029
Other,565
Other,158
Industry,175
Other,188
Other,158
Other,53
Industry,5
Other,16
Other,204
Industry,37
Industry,452
Other,195
Other,123
Industry,599
NIH,157
NIH,131
NIH,32
Other,21
Industry,52
Industry,98
Other,47
Industry,169
Industry,69
Industry,1076
Industry,148
Industry,7
Other,188
Industry,131
Industry,202
Other,225
NIH,120
Industry,52
Other,111
Other,32
Industry,685
Industry,13
NIH,548
Other,12
Industry,1172
Industry,86
Other,19
Other,444
Other,28
Industry,108
Industry,45
Industry,63
Other,78
Other,302
Other,41
Other,166
Other,92
Industry,13
Industry,19
Industry,14
Industry,97
Industry,29
Industry,97
Other,48
Industry,288
Industry,699
Industry,39
Other,532
NIH,56
Industry,52
Other,33
Industry,516
Industry,1154
NIH,6
Other,25
Other,5
Industry,1111
Other,153
Industry,85
Industry,375
Industry,98
Industry,209
Industry,180
Industry,54
Industry,334
Industry,38
Other,178
Other,6
Industry,41
Industry,93
Industry,132
Industry,161
Other,73
Industry,13
Other,45
Other,7
Other,80
Other,16
Other,64
Industry,67
Industry,238
Other,16
Other,14
Other,346
Industry,88
Other,129
Industry,11
Other,71
Other,189
Industry,153
Industry,186
Other,29
Industry,205
Industry,68
Industry,202
Industry,168
NIH,133
Other,20
Industry,97
Industry,309
Other,48
Industry,163
Industry,72
Industry,321
Other,18
Other,5
Industry,36
Other,1076
Industry,28
Industry,70
Industry,453
Other,70
Industry,40
Other,33
Industry,92
NIH,54
Industry,33
Other,5
Other,163
Industry,428
Other,142
Industry,84
Other,1095
Industry,21
Industry,284
Other,9
Industry,187
Industry,38
Other,225
Other,197
Other,9
Industry,25
Industry,250
Industry,24
Industry,12
Other,37
Other,46
Other,16
Industry,287
Industry,288
Industry,29
Industry,224
Industry,148
NIH,36
Other,75
Industry,89
Industry,280
Industry,5
Other,37
NIH,1241
Industry,90
NIH,11
Other,22
Industry,54
Industry,73
Industry,104
Industry,391
Other,168
Other,372
Industry,547
Other,36
Industry,53
Industry,142
Industry,65
NIH,69
Industry,68
Other,12
Other,39
Industry,163
Industry,163
Industry,25
Industry,32
Industry,118
Industry,554
NIH,37
Industry,206
Other,62
Other,22
Other,212
Other,38
Industry,7
Other,9
Other,129
Industry,2266
Industry,50
Industry,629
Other,214
Industry,15
Industry,190
Other,17
Industry,165
Other,60
Other,19
Industry,1066
Industry,302
Industry,235
NIH,5
NIH,12
Industry,115
Industry,121
Industry,56
Industry,619
Other,20
Industry,65
Industry,61
Industry,146
Other,127
Industry,148
Other,114
Other,29
Industry,103
NIH,7
Other,91
Industry,530
Industry,15
Industry,423
Industry,123
Other,49
Other,67
Industry,79
Industry,21
Other,14
Other,8
Other,26
Other,209
NIH,89
Other,103
Industry,12
Industry,282
Industry,95
Industry,18
Industry,474
NIH,10
NIH,436
NIH,157
Industry,69
Other,9
Other,135
Industry,32
Other,44
Industry,117
Industry,18
Industry,8
Industry,39
Industry,266
Other,7
Other,227
Industry,247
Other,121
Other,49
Other,66
Industry,252
Industry,126
Other,45
Industry,214
Other,26
Other,25
Industry,70
Other,60
Industry,54
Industry,61
Industry,150
Industry,241
Other,58
Industry,89
NIH,51
Other,140
Industry,427
Industry,67
Industry,166
Other,9
Other,41
NIH,43
Industry,94
Industry,97
Industry,26
Industry,252
Industry,33
Industry,74
Industry,474
Other,60
Other,7
Industry,32
Industry,421
Industry,2005
NIH,17
Industry,46
Other,177
Other,21
Other,16
Other,169
Industry,713
Industry,8
Other,150
Industry,24
Industry,535
Industry,158
Other,187
Other,13
Industry,199
Industry,18
Industry,68
Industry,71
Industry,29
Industry,93
Industry,170
Other,30
Other,101
Other,29
Other,45
Other,22
NIH,47
NIH,331
Industry,46
Industry,16
Industry,15
Other,37
Industry,72
Industry,82
Industry,48
Industry,105
Other,118
Industry,29
Other,20
Industry,55
Industry,131
Other,229
Other,15
Other,37
Other,13
Industry,162
NIH,35
Other,93
Industry,18
NIH,307
Other,109
Other,11
Other,12
Other,63
Industry,12
Other,52
Other,196
Industry,104
Industry,9
Other,46
Other,46
Other,41
Industry,167
Industry,21
Industry,30
Other,36
Industry,12
Other,14
Other,7
Industry,95
Industry,1543
Industry,107
Other,74
Other,25
Other,89
Other,19
Industry,181
Other,52
Industry,96
Industry,403
Industry,54
Other,923
NIH,38
Other,76
Industry,91
Industry,40
Other,21
Industry,262
Other,64
Industry,11
Industry,9
Other,5
Industry,56
Other,365
Industry,50
Other,176
NIH,364
Other,104
Industry,448
Industry,291
Industry,27
Other,106
Industry,163
Industry,25
Industry,223
Other,15
Industry,34
Other,748
Industry,153
Industry,33
Industry,102
Industry,179
Industry,47
Industry,44
Industry,89
Industry,81
Industry,75
Industry,193
Industry,58
Other,53
Industry,411
Industry,260
NIH,6
Other,36
Industry,325
Industry,89
Industry,127
Other,348
Other,47
Industry,147
Industry,1940
NIH,5
Industry,102
NIH,41
Industry,30
Industry,63
Industry,847
Industry,34
Other,65
Other,35
Industry,125
NIH,37
Other,91
Industry,8
Industry,45
Other,272
Industry,18
Industry,66
Industry,51
NIH,186
Industry,176
Industry,136
Industry,67
Industry,70
Industry,16
Industry,90
NIH,25
Industry,164
Industry,10
Industry,446
Other,24
NIH,323
Industry,1027
Other,33
Other,19
Other,48
Industry,97
Other,412
Industry,19
Industry,133
Industry,209
Other,21
Industry,112
Industry,77
Other,64
Industry,23
Industry,68
Industry,46
Other,14
Other,6
Industry,18
Industry,607
Industry,28
Industry,51
Other,44
Industry,86
NIH,7
Other,11
Other,26
Other,73
Industry,592
Other,62
Industry,85
NIH,70
Industry,76
Other,33
Industry,796
NIH,530
Industry,139
Other,20
Other,21
Industry,101
Industry,506
Industry,97
Industry,241
Other,22
Industry,176
Industry,45
Industry,37
Other,38
Industry,54
Industry,20
Other,13
Industry,42
Industry,229
Industry,183
Industry,1796
Industry,26
Industry,61
Other,9
Other,5
Other,11
NIH,25
Other,34
Other,26
Industry,99
Other,44
Industry,1022
Industry,32
Other,455
Other,66
Other,33
Other,48
Industry,657
Other,13
Other,1076
Industry,150
Other,11
Industry,35
Other,12
Industry,13
Other,5
Other,30
Other,41
Industry,1438
Other,25
Industry,101
Industry,176
Other,141
Other,36
Other,7
Industry,120
NIH,457
Other,57
NIH,175
Industry,43
Industry,41
Industry,60
Industry,321
Other,829
Other,176
Industry,101
Industry,551
Other,20
Industry,53
Industry,150
Industry,539
Industry,101
Industry,175
Other,47
Industry,75
Other,10
Other,22
NIH,10
Other,153
Industry,44
Industry,35
NIH,166
Industry,87
Industry,87
Industry,258
Other,25
Industry,44
Industry,11
Industry,151
Industry,36
Other,10
Other,18
Industry,984
Industry,122
Industry,31
Other,105
Other,93
Industry,60
Industry,10
Other,212
Industry,49
Industry,97
Other,51
Industry,104
Other,13
Industry,42
Other,15
Other,59
Industry,251
Industry,88
Industry,31
Industry,143
Industry,1070
NIH,274
Industry,505
Industry,157
Industry,58
Industry,176
NIH,20
Other,29
Other,209
Industry,535
Other,56
Industry,132
Other,648
Other,12
NIH,6
Industry,193
Other,127
Other,25
Industry,140
Industry,67
Industry,100
Other,37
NIH,16
Industry,77
Industry,35
Other,6
NIH,61
Other,86
Other,34
Other,91
Industry,78
Other,148
Other,11
Industry,22
Other,238
Other,48
Industry,131
Other,54
Industry,75
Other,45
Other,5
Other,17
Industry,64
Industry,19
NIH,22
Other,97
Industry,20
Industry,114
NIH,36
Industry,12
Other,266
Industry,18
Other,24
Industry,309
Industry,23
Industry,49
Industry,41
Industry,19
Other,26
Industry,149
Industry,402
Other,217
Other,9
Industry,211
Other,121
Industry,313
Industry,198
Industry,180
Other,132
Industry,93
Industry,24
Industry,19
Industry,27
NIH,440
NIH,82
Other,45
Industry,40
Industry,40
Other,61
Industry,190
Industry,112
Other,507
Industry,485
Industry,21
Industry,34
Other,186
Industry,161
Other,6
Industry,44
Other,7
Industry,166
NIH,137
Other,27
Industry,67
Industry,25
Industry,41
Other,105
Other,136
Other,138
Other,229
Other,129
Other,40
Industry,87
Other,26
Other,523
Industry,82
Other,115
Industry,41
Industry,291
Other,34
Industry,90
Industry,31
Industry,939
Industry,223
Other,17
Other,18
Industry,75
Other,220
Other,24
Other,100
Other,65
Industry,33
Other,14
Other,29
Industry,69
Other,55
Industry,47
Industry,33
Industry,47
Other,9
Other,38
Industry,125
Industry,125
Industry,64
Industry,424
Other,261
Industry,193
Industry,110
Industry,11
Industry,547
Industry,280
Industry,410
Other,269
Other,97
Industry,177
Industry,27
Industry,116
Other,106
Other,107
Industry,60
Industry,48
Industry,46
Industry,98
Other,51
NIH,6
Industry,295
Industry,234
Other,13
NIH,335
Industry,21
Industry,113
NIH,348
Industry,88
Industry,989
Other,92
Industry,22
Other,13
Industry,507
Industry,39
Industry,25
Other,23
NIH,13
Other,11
Other,235
Other,180
Other,19
Industry,57
Industry,15
Other,25
Industry,69
Other,53
Other,300
Other,14
Other,729
Industry,94
Industry,14
Industry,241
Industry,58
Other,5
Industry,24
Other,292
Industry,24
Other,39
Other,384
Industry,26
Other,45
Industry,30
Industry,158
Other,57
Industry,37
Other,64
Industry,121
Industry,14
Industry,113
Industry,220
Industry,62
Industry,97
Other,35
Other,5
Other,51
Industry,30
Industry,935
Industry,74
Industry,183
Other,37
Industry,63
Other,44
Other,11
Industry,132
NIH,44
Other,36
Other,40
Industry,36
NIH,132
Industry,82
Other,133
NIH,192
Other,134
Industry,510
Other,107
NIH,348
Industry,388
Other,10
Industry,38
Other,13
Other,62
Industry,282
Industry,245
Industry,249
Industry,198
Industry,438
Industry,482
Industry,72
Other,6
Industry,346
Industry,106
Industry,41
Other,10
Industry,135
Other,29
Other,17
Industry,304
Industry,90
Other,8
Other,20
Other,10
Other,19
Industry,1379
Industry,194
Other,23
Industry,82
Other,97
Other,5
Other,294
NIH,122
Other,52
Other,174
Industry,24
Industry,1686
Industry,30
Industry,162
Other,100
Industry,51
Other,16
Industry,44
NIH,65
Industry,76
Industry,45
Other,62
Other,20
Industry,428
Other,60
Industry,16
Other,59
Other,11
Industry,48
Other,32
Other,83
Industry,24
Industry,471
NIH,395
Industry,33
Industry,28
Other,79
Industry,312
NIH,300
Industry,12
Industry,116
Industry,340
Other,61
Industry,15
Industry,6
Industry,166
Other,23
Industry,16
Other,98
Other,46
Other,79
Industry,184
Other,32
Other,146
Industry,133
Industry,116
Industry,260
Industry,31
Other,58
Industry,38
Industry,523
Other,30
Other,15
Other,54
Industry,33
Other,150
Industry,87
Other,185
Industry,27
Industry,137
Industry,384
Industry,492
Industry,1107
Industry,147
Industry,224
Other,280
Other,188
Other,32
Other,1710
Other,33
Industry,127
Other,16
Industry,233
Industry,223
Other,41
Industry,7
NIH,12
Other,223
Other,5
Industry,342
Industry,688
Other,9
Other,37
Industry,148
Other,17
Industry,17
Industry,33
Other,91
Other,227
Industry,456
Other,11
Industry,28
Industry,114
Industry,5
Industry,398
Other,73
Other,77
Other,148
Industry,149
Other,5
Industry,439
NIH,1139
Other,455
Other,41
Other,37
Other,32
Other,20
Industry,47
Industry,113
Industry,43
Other,56
Other,9
Industry,54
Industry,79
Other,8
NIH,74
Other,30
Other,66
Other,216
Industry,119
Industry,174
Industry,75
Industry,10
Other,32
Industry,68
Industry,5
Industry,151
Industry,286
Other,572
Industry,922
Industry,312
Industry,87
Other,31
Industry,35
Other,89
Other,89
Industry,337
Industry,221
Industry,926
Industry,86
Industry,343
Other,28
Other,712
Industry,41
Industry,202
Other,15
Other,77
Industry,210
Industry,31
Other,120
Other,55
Industry,30
Other,25
Industry,66
Industry,241
Industry,27
Industry,27
Other,84
Other,66
Industry,59
Industry,131
Other,8
Industry,105
Industry,183
Industry,60
Other,43
Industry,93
Industry,26
Industry,94
Industry,31
Industry,53
NIH,146
Industry,265
Other,529
NIH,25
Other,40
Other,13
Other,134
Industry,32
Other,45
Other,22
Industry,31
Industry,272
Industry,261
Industry,563
Industry,92
NIH,5
Other,13
NIH,465
Other,20
Industry,151
Industry,279
Industry,149
Industry,246
Industry,69
Other,47
Industry,329
Industry,89
Other,25
Other,18
Other,42
Industry,138
NIH,35
Other,106
Other,66
Industry,126
Other,987
Industry,228
Industry,12
Industry,89
Other,5
Other,19
Other,65
Other,145
Industry,289
Industry,92
Industry,12
Industry,727
Other,128
Other,6
Other,429
Industry,369
Industry,38
Industry,139
Industry,19
Industry,207
Other,53
Other,11
Industry,117
Other,158
Industry,116
Other,655
Industry,44
Other,102
Other,379
NIH,5
Industry,306
Industry,170
NIH,374
Other,83
NIH,63
Industry,451
NIH,62
Other,158
Other,94
Industry,243
Industry,605
Other,20
Other,160
Other,46
Industry,672
Industry,451
Industry,45
Industry,21
