group,duration_days
Completed,705.0
Completed,90.0
Completed,773.0
Terminated/Withdrawn,479.0
Completed,504.0
Completed,1073.0
Completed,1784.0
Terminated/Withdrawn,583.0
Completed,740.0
Completed,918.0
Completed,1280.0
Completed,571.0
Completed,629.0
Completed,535.0
Completed,1149.0
Completed,711.0
Completed,910.0
Terminated/Withdrawn,373.0
Completed,834.0
Terminated/Withdrawn,580.0
Completed,582.0
Completed,606.0
Terminated/Withdrawn,189.0
Completed,795.0
Completed,471.0
Terminated/Withdrawn,334.0
Completed,1234.0
Completed,817.0
Terminated/Withdrawn,543.0
Completed,1088.0
Terminated/Withdrawn,491.0
Completed,766.0
Completed,605.0
Terminated/Withdrawn,274.0
Completed,714.0
Completed,669.0
Completed,676.0
Completed,711.0
Completed,1251.0
Completed,468.0
Terminated/Withdrawn,505.0
Terminated/Withdrawn,276.0
Terminated/Withdrawn,238.0
Terminated/Withdrawn,466.0
Terminated/Withdrawn,248.0
Completed,749.0
Completed,755.0
Completed,808.0
Terminated/Withdrawn,387.0
Terminated/Withdrawn,251.0
Completed,1506.0
Terminated/Withdrawn,302.0
Terminated/Withdrawn,174.0
Completed,897.0
Completed,392.0
Completed,714.0
Completed,1132.0
Completed,1035.0
Terminated/Withdrawn,240.0
Terminated/Withdrawn,408.0
Completed,924.0
Completed,1088.0
Completed,1069.0
Terminated/Withdrawn,246.0
Completed,1108.0
Completed,633.0
Completed,694.0
Terminated/Withdrawn,374.0
Completed,595.0
Terminated/Withdrawn,549.0
Completed,722.0
Completed,189.0
Completed,627.0
Terminated/Withdrawn,568.0
Terminated/Withdrawn,212.0
Completed,623.0
Completed,952.0
Terminated/Withdrawn,497.0
Completed,740.0
Terminated/Withdrawn,472.0
Completed,1061.0
Terminated/Withdrawn,211.0
Completed,714.0
Completed,986.0
Terminated/Withdrawn,244.0
Completed,66.0
Completed,837.0
Completed,1102.0
Terminated/Withdrawn,370.0
Completed,726.0
Completed,762.0
Completed,757.0
Completed,918.0
Terminated/Withdrawn,397.0
Terminated/Withdrawn,293.0
Terminated/Withdrawn,236.0
Terminated/Withdrawn,543.0
Completed,457.0
Terminated/Withdrawn,200.0
Completed,430.0
Completed,743.0
Completed,1673.0
Completed,725.0
Terminated/Withdrawn,158.0
Completed,998.0
Completed,863.0
Terminated/Withdrawn,141.0
Completed,1.0
Completed,686.0
Completed,1095.0
Completed,745.0
Completed,474.0
Completed,761.0
Completed,460.0
Terminated/Withdrawn,327.0
Terminated/Withdrawn,384.0
Completed,1036.0
Completed,639.0
Completed,675.0
Terminated/Withdrawn,775.0
Terminated/Withdrawn,572.0
Terminated/Withdrawn,289.0
Terminated/Withdrawn,659.0
Completed,447.0
Terminated/Withdrawn,224.0
Terminated/Withdrawn,412.0
Completed,663.0
Terminated/Withdrawn,632.0
Terminated/Withdrawn,310.0
Completed,1444.0
Terminated/Withdrawn,570.0
Terminated/Withdrawn,175.0
Completed,809.0
Completed,699.0
Terminated/Withdrawn,348.0
Terminated/Withdrawn,316.0
Completed,451.0
Completed,720.0
Completed,848.0
Completed,535.0
Completed,498.0
Completed,831.0
Completed,666.0
Completed,1178.0
Completed,695.0
Terminated/Withdrawn,584.0
Completed,973.0
Completed,562.0
Completed,858.0
Completed,719.0
Terminated/Withdrawn,128.0
Terminated/Withdrawn,385.0
Completed,529.0
Completed,770.0
Completed,1036.0
Completed,890.0
Completed,355.0
Completed,702.0
Completed,1104.0
Completed,867.0
Completed,207.0
Completed,250.0
Completed,921.0
Completed,1484.0
Terminated/Withdrawn,281.0
Completed,802.0
Completed,891.0
Completed,972.0
Terminated/Withdrawn,646.0
Terminated/Withdrawn,280.0
Completed,698.0
Completed,497.0
Completed,1270.0
Completed,588.0
Terminated/Withdrawn,417.0
Completed,391.0
Completed,46.0
Completed,530.0
Completed,642.0
Completed,522.0
Terminated/Withdrawn,374.0
Completed,53.0
Completed,822.0
Completed,760.0
Terminated/Withdrawn,603.0
Completed,117.0
Completed,915.0
Completed,1016.0
Completed,1215.0
Terminated/Withdrawn,387.0
Completed,965.0
Completed,745.0
Completed,1123.0
Completed,1195.0
Completed,1523.0
Completed,971.0
Completed,889.0
Terminated/Withdrawn,197.0
Completed,1026.0
Completed,1004.0
Completed,801.0
Terminated/Withdrawn,279.0
Completed,901.0
Completed,969.0
Terminated/Withdrawn,276.0
Completed,964.0
Completed,1154.0
Completed,646.0
Completed,932.0
Completed,556.0
Completed,613.0
Terminated/Withdrawn,189.0
Completed,794.0
Terminated/Withdrawn,149.0
Completed,864.0
Completed,587.0
Completed,167.0
Completed,541.0
Completed,1035.0
Completed,726.0
Terminated/Withdrawn,290.0
Terminated/Withdrawn,335.0
Terminated/Withdrawn,405.0
Completed,1099.0
Completed,1289.0
Completed,843.0
Terminated/Withdrawn,163.0
Completed,623.0
Completed,574.0
Completed,264.0
Terminated/Withdrawn,765.0
Completed,716.0
Terminated/Withdrawn,539.0
Completed,35.0
Completed,918.0
Terminated/Withdrawn,330.0
Terminated/Withdrawn,536.0
Completed,744.0
Completed,991.0
Completed,1351.0
Terminated/Withdrawn,249.0
Completed,1288.0
Terminated/Withdrawn,446.0
Completed,1473.0
Terminated/Withdrawn,571.0
Completed,133.0
Completed,593.0
Terminated/Withdrawn,191.0
Completed,846.0
Terminated/Withdrawn,352.0
Completed,47.0
Terminated/Withdrawn,238.0
Completed,755.0
Completed,541.0
Completed,471.0
Completed,1041.0
Terminated/Withdrawn,632.0
Completed,715.0
Completed,667.0
Completed,722.0
Completed,819.0
Completed,996.0
Terminated/Withdrawn,402.0
Completed,773.0
Completed,431.0
Completed,854.0
Completed,971.0
Completed,600.0
Completed,463.0
Completed,654.0
Completed,731.0
Completed,1108.0
Terminated/Withdrawn,310.0
Completed,768.0
Completed,766.0
Completed,684.0
Completed,950.0
Completed,748.0
Completed,1026.0
Completed,1565.0
Completed,649.0
Completed,674.0
Completed,701.0
Completed,1325.0
Terminated/Withdrawn,163.0
Completed,872.0
Terminated/Withdrawn,454.0
Completed,1372.0
Completed,803.0
Terminated/Withdrawn,394.0
Completed,900.0
Completed,797.0
Completed,480.0
Completed,536.0
Completed,889.0
Completed,980.0
Completed,782.0
Completed,621.0
Completed,437.0
Completed,907.0
Completed,836.0
Terminated/Withdrawn,534.0
Completed,956.0
Completed,734.0
Completed,1160.0
Completed,542.0
Completed,1275.0
Completed,439.0
Terminated/Withdrawn,933.0
Completed,982.0
Completed,734.0
Completed,597.0
Completed,1582.0
Terminated/Withdrawn,251.0
Completed,1053.0
Terminated/Withdrawn,364.0
Completed,1018.0
Completed,648.0
Completed,683.0
Completed,1233.0
Completed,1295.0
Terminated/Withdrawn,308.0
Completed,71.0
Completed,676.0
Completed,814.0
Completed,426.0
Completed,765.0
Completed,1470.0
Completed,1030.0
Completed,506.0
Completed,835.0
Completed,1226.0
Completed,910.0
Completed,1524.0
Terminated/Withdrawn,539.0
Completed,692.0
Terminated/Withdrawn,396.0
Completed,938.0
Completed,813.0
Completed,888.0
Completed,893.0
Completed,1085.0
Completed,593.0
Completed,721.0
Completed,936.0
Completed,813.0
Completed,494.0
Completed,1063.0
Completed,1017.0
Completed,614.0
Terminated/Withdrawn,255.0
Completed,580.0
Completed,932.0
Completed,1249.0
Completed,830.0
Completed,1231.0
Terminated/Withdrawn,471.0
Completed,1589.0
Terminated/Withdrawn,696.0
Terminated/Withdrawn,427.0
Completed,984.0
Completed,225.0
Completed,1058.0
Completed,762.0
Terminated/Withdrawn,344.0
Completed,474.0
Completed,553.0
Terminated/Withdrawn,455.0
Completed,470.0
Completed,1306.0
Completed,885.0
Completed,841.0
Completed,387.0
Completed,491.0
Completed,1393.0
Completed,1177.0
Completed,1326.0
Completed,654.0
Terminated/Withdrawn,316.0
Completed,754.0
Completed,1194.0
Terminated/Withdrawn,245.0
Completed,931.0
Completed,1024.0
Completed,638.0
Completed,1433.0
Terminated/Withdrawn,448.0
Completed,720.0
Completed,1160.0
Completed,1445.0
Completed,283.0
Completed,442.0
Completed,42.0
Completed,679.0
Completed,683.0
Terminated/Withdrawn,540.0
Terminated/Withdrawn,280.0
Completed,1304.0
Completed,529.0
Terminated/Withdrawn,337.0
Completed,680.0
Completed,1032.0
Completed,1128.0
Terminated/Withdrawn,321.0
Terminated/Withdrawn,431.0
Completed,1336.0
Completed,438.0
Completed,775.0
Completed,1135.0
Completed,958.0
Terminated/Withdrawn,372.0
Completed,554.0
Completed,461.0
Completed,749.0
Terminated/Withdrawn,267.0
Completed,804.0
Completed,838.0
Terminated/Withdrawn,256.0
Terminated/Withdrawn,351.0
Completed,593.0
Terminated/Withdrawn,196.0
Completed,1240.0
Terminated/Withdrawn,237.0
Completed,972.0
Completed,1015.0
Terminated/Withdrawn,274.0
Completed,608.0
Terminated/Withdrawn,364.0
Completed,1771.0
Completed,595.0
Completed,865.0
Completed,794.0
Completed,1031.0
Completed,1686.0
Completed,807.0
Completed,827.0
Terminated/Withdrawn,363.0
Terminated/Withdrawn,308.0
Completed,667.0
Terminated/Withdrawn,183.0
Terminated/Withdrawn,102.0
Completed,438.0
Completed,1062.0
Completed,1299.0
Terminated/Withdrawn,360.0
Terminated/Withdrawn,327.0
Completed,1131.0
Completed,894.0
Completed,1106.0
Completed,969.0
Completed,863.0
Terminated/Withdrawn,468.0
Completed,603.0
Completed,1276.0
Completed,794.0
Completed,1300.0
Completed,828.0
Completed,753.0
Terminated/Withdrawn,148.0
Completed,289.0
Terminated/Withdrawn,416.0
Completed,799.0
Completed,783.0
Terminated/Withdrawn,483.0
Completed,262.0
Completed,933.0
Completed,564.0
Completed,722.0
Completed,730.0
Completed,1538.0
Completed,924.0
Terminated/Withdrawn,573.0
Completed,1338.0
Completed,657.0
Completed,916.0
Completed,638.0
Terminated/Withdrawn,524.0
Completed,1347.0
Completed,741.0
Completed,633.0
Completed,587.0
Completed,838.0
Completed,537.0
Terminated/Withdrawn,297.0
Terminated/Withdrawn,373.0
Completed,1241.0
Completed,798.0
Terminated/Withdrawn,368.0
Completed,1178.0
Completed,1103.0
Completed,197.0
Completed,987.0
Completed,736.0
Terminated/Withdrawn,202.0
Completed,736.0
Completed,701.0
Completed,1687.0
Terminated/Withdrawn,660.0
Completed,1768.0
Completed,826.0
Completed,590.0
Completed,874.0
Completed,699.0
Terminated/Withdrawn,288.0
Completed,938.0
Completed,701.0
Completed,686.0
Completed,1050.0
Completed,748.0
Completed,154.0
Completed,611.0
Completed,1025.0
Completed,845.0
Completed,1728.0
Completed,615.0
Completed,1343.0
Completed,1336.0
Completed,111.0
Terminated/Withdrawn,416.0
Terminated/Withdrawn,346.0
Completed,544.0
Completed,1120.0
Completed,1299.0
Completed,630.0
Completed,1076.0
Completed,688.0
Completed,1700.0
Completed,1023.0
Terminated/Withdrawn,145.0
Completed,751.0
Terminated/Withdrawn,187.0
Completed,908.0
Completed,659.0
Completed,684.0
Completed,1019.0
Completed,556.0
Completed,391.0
Completed,922.0
Completed,699.0
Completed,1097.0
Completed,1346.0
Completed,1376.0
Terminated/Withdrawn,429.0
Completed,831.0
Completed,493.0
Completed,1059.0
Terminated/Withdrawn,190.0
Terminated/Withdrawn,758.0
Completed,805.0
Completed,769.0
Completed,938.0
Completed,897.0
Completed,920.0
Terminated/Withdrawn,164.0
Completed,406.0
Terminated/Withdrawn,299.0
Completed,1010.0
Terminated/Withdrawn,382.0
Completed,533.0
Terminated/Withdrawn,419.0
Completed,1012.0
Completed,840.0
Completed,992.0
Completed,623.0
Completed,1220.0
Completed,929.0
Completed,1031.0
Completed,797.0
Terminated/Withdrawn,390.0
Terminated/Withdrawn,803.0
Completed,679.0
Terminated/Withdrawn,575.0
Completed,1222.0
Completed,912.0
Completed,1040.0
Completed,1153.0
Terminated/Withdrawn,531.0
Terminated/Withdrawn,446.0
Terminated/Withdrawn,300.0
Completed,587.0
Completed,562.0
Completed,1493.0
Completed,1631.0
Terminated/Withdrawn,389.0
Completed,905.0
Completed,930.0
Completed,382.0
Terminated/Withdrawn,356.0
Completed,635.0
Completed,758.0
Completed,669.0
Terminated/Withdrawn,182.0
Completed,853.0
Completed,504.0
Completed,802.0
Terminated/Withdrawn,507.0
Terminated/Withdrawn,198.0
Completed,513.0
Completed,918.0
Completed,63.0
Completed,985.0
Completed,827.0
Completed,805.0
Completed,1173.0
Completed,980.0
Completed,715.0
Terminated/Withdrawn,339.0
Completed,1230.0
Terminated/Withdrawn,256.0
Terminated/Withdrawn,245.0
Completed,636.0
Terminated/Withdrawn,245.0
Terminated/Withdrawn,243.0
Completed,610.0
Completed,629.0
Completed,907.0
Completed,1216.0
Completed,1022.0
Completed,516.0
Completed,1045.0
Completed,652.0
Completed,813.0
Completed,146.0
Terminated/Withdrawn,286.0
Completed,1804.0
Completed,1096.0
Completed,844.0
Completed,1075.0
Completed,769.0
Terminated/Withdrawn,117.0
Terminated/Withdrawn,145.0
Completed,1141.0
Terminated/Withdrawn,233.0
Completed,876.0
Completed,523.0
Completed,424.0
Completed,523.0
Completed,683.0
Completed,1398.0
Completed,831.0
Completed,643.0
Completed,685.0
Terminated/Withdrawn,209.0
Completed,750.0
Completed,1457.0
Completed,1475.0
Completed,849.0
Completed,633.0
Completed,855.0
Completed,714.0
Completed,1730.0
Terminated/Withdrawn,147.0
Completed,536.0
Completed,771.0
Terminated/Withdrawn,245.0
Completed,258.0
Completed,851.0
Completed,528.0
Completed,84.0
Completed,530.0
Completed,748.0
Completed,883.0
Completed,875.0
Completed,446.0
Terminated/Withdrawn,369.0
Terminated/Withdrawn,323.0
Completed,672.0
Terminated/Withdrawn,211.0
Completed,681.0
Terminated/Withdrawn,457.0
Completed,1234.0
Completed,1017.0
Completed,1450.0
Completed,1092.0
Completed,926.0
Completed,825.0
Terminated/Withdrawn,156.0
Completed,1133.0
Completed,1292.0
Terminated/Withdrawn,327.0
Completed,878.0
Completed,619.0
Completed,1115.0
Completed,780.0
Completed,920.0
Completed,3.0
Completed,760.0
Terminated/Withdrawn,238.0
Completed,766.0
Completed,1505.0
Completed,676.0
Completed,901.0
Completed,125.0
Completed,951.0
Completed,1307.0
Completed,283.0
Completed,1073.0
Completed,821.0
Terminated/Withdrawn,361.0
Completed,1431.0
Completed,1188.0
Completed,1445.0
Completed,849.0
Completed,1104.0
Completed,919.0
Completed,892.0
Completed,773.0
Completed,1022.0
Completed,860.0
Completed,929.0
Terminated/Withdrawn,289.0
Terminated/Withdrawn,184.0
Completed,1505.0
Completed,766.0
Completed,1057.0
Terminated/Withdrawn,359.0
Terminated/Withdrawn,207.0
Terminated/Withdrawn,454.0
Completed,476.0
Terminated/Withdrawn,252.0
Completed,1120.0
Completed,737.0
Completed,584.0
Completed,543.0
Completed,1019.0
Completed,103.0
Completed,543.0
Terminated/Withdrawn,334.0
Completed,773.0
Completed,1131.0
Completed,428.0
Completed,804.0
Completed,364.0
Completed,692.0
Completed,529.0
Completed,861.0
Completed,506.0
Terminated/Withdrawn,150.0
Completed,545.0
Completed,715.0
Terminated/Withdrawn,384.0
Terminated/Withdrawn,640.0
Completed,688.0
Terminated/Withdrawn,183.0
Completed,765.0
Completed,463.0
Terminated/Withdrawn,335.0
Terminated/Withdrawn,356.0
Terminated/Withdrawn,141.0
Completed,891.0
Completed,579.0
Completed,1104.0
Completed,842.0
Terminated/Withdrawn,590.0
Completed,736.0
Completed,1094.0
Completed,782.0
Completed,1254.0
Completed,577.0
Completed,734.0
Completed,644.0
Completed,507.0
Completed,923.0
Completed,1088.0
Completed,1430.0
Completed,1105.0
Terminated/Withdrawn,171.0
Completed,690.0
Completed,1430.0
Completed,908.0
Completed,624.0
Completed,872.0
Completed,721.0
Completed,1011.0
Terminated/Withdrawn,177.0
Completed,654.0
Terminated/Withdrawn,391.0
Completed,149.0
Completed,707.0
Completed,673.0
Completed,591.0
Completed,846.0
Completed,1148.0
Completed,772.0
Completed,564.0
Terminated/Withdrawn,861.0
Completed,988.0
Completed,1399.0
Completed,749.0
Completed,1039.0
Terminated/Withdrawn,271.0
Completed,531.0
Completed,1372.0
Completed,573.0
Terminated/Withdrawn,520.0
Completed,845.0
Completed,750.0
Terminated/Withdrawn,260.0
Completed,897.0
Completed,1088.0
Terminated/Withdrawn,156.0
Completed,291.0
Completed,988.0
Completed,519.0
Completed,599.0
Completed,1218.0
Terminated/Withdrawn,478.0
Completed,1158.0
Completed,655.0
Completed,867.0
Completed,1302.0
Completed,1261.0
Completed,912.0
Completed,399.0
Terminated/Withdrawn,352.0
Terminated/Withdrawn,436.0
Completed,807.0
Terminated/Withdrawn,310.0
Terminated/Withdrawn,276.0
Terminated/Withdrawn,351.0
Terminated/Withdrawn,417.0
Terminated/Withdrawn,292.0
Completed,745.0
Terminated/Withdrawn,247.0
Completed,617.0
Completed,990.0
Terminated/Withdrawn,369.0
Completed,987.0
Completed,970.0
Completed,1068.0
Completed,1492.0
Completed,681.0
Completed,1298.0
Completed,771.0
Terminated/Withdrawn,180.0
Completed,794.0
Completed,33.0
Terminated/Withdrawn,190.0
Completed,709.0
Completed,827.0
Terminated/Withdrawn,337.0
Terminated/Withdrawn,330.0
Completed,632.0
Completed,1008.0
Terminated/Withdrawn,615.0
Completed,1081.0
Terminated/Withdrawn,593.0
Terminated/Withdrawn,420.0
Terminated/Withdrawn,441.0
Completed,720.0
Terminated/Withdrawn,592.0
Completed,791.0
Completed,525.0
Completed,1019.0
Completed,905.0
Completed,873.0
Completed,823.0
Completed,1227.0
Terminated/Withdrawn,244.0
Completed,822.0
Completed,958.0
Completed,695.0
Completed,1070.0
Completed,848.0
Terminated/Withdrawn,683.0
Completed,967.0
Completed,711.0
Completed,689.0
Completed,1066.0
Completed,1455.0
Completed,652.0
Completed,598.0
Completed,1164.0
Completed,769.0
Completed,581.0
Completed,184.0
Completed,817.0
Completed,600.0
Completed,487.0
Completed,123.0
Completed,628.0
Completed,713.0
Completed,1087.0
Terminated/Withdrawn,393.0
Completed,1054.0
Completed,661.0
Completed,692.0
Completed,306.0
Completed,768.0
Completed,1249.0
Completed,660.0
Terminated/Withdrawn,433.0
Completed,501.0
Completed,714.0
Completed,721.0
Completed,601.0
Terminated/Withdrawn,231.0
Terminated/Withdrawn,468.0
Completed,1057.0
Completed,345.0
Completed,699.0
Completed,986.0
Terminated/Withdrawn,254.0
Completed,1000.0
Completed,787.0
Completed,789.0
Completed,786.0
Completed,904.0
Completed,918.0
Terminated/Withdrawn,322.0
Completed,1080.0
Completed,709.0
Completed,1049.0
Terminated/Withdrawn,678.0
Completed,1047.0
Terminated/Withdrawn,164.0
Completed,740.0
Terminated/Withdrawn,472.0
Terminated/Withdrawn,450.0
Completed,953.0
Terminated/Withdrawn,224.0
Terminated/Withdrawn,398.0
Completed,1330.0
Completed,452.0
Completed,588.0
Completed,1717.0
Completed,552.0
Terminated/Withdrawn,226.0
Completed,825.0
Completed,796.0
Completed,824.0
Terminated/Withdrawn,623.0
Completed,1043.0
Completed,774.0
Terminated/Withdrawn,356.0
Completed,666.0
Completed,687.0
Completed,793.0
Completed,835.0
Terminated/Withdrawn,336.0
Completed,1061.0
Completed,873.0
Completed,807.0
Terminated/Withdrawn,352.0
Completed,1294.0
Completed,1556.0
Completed,845.0
Terminated/Withdrawn,168.0
Completed,1098.0
Completed,775.0
Completed,1206.0
Terminated/Withdrawn,225.0
Completed,659.0
Terminated/Withdrawn,123.0
Completed,916.0
Completed,1061.0
Completed,552.0
Terminated/Withdrawn,331.0
Completed,598.0
Terminated/Withdrawn,272.0
Completed,593.0
Completed,54.0
Completed,1210.0
Completed,271.0
Completed,1383.0
Terminated/Withdrawn,265.0
Completed,1110.0
Completed,1778.0
Completed,1141.0
Completed,571.0
Completed,121.0
Completed,484.0
Completed,887.0
Completed,815.0
Completed,875.0
Completed,768.0
Completed,566.0
Completed,768.0
Completed,749.0
Terminated/Withdrawn,246.0
Completed,848.0
Terminated/Withdrawn,215.0
Completed,60.0
Terminated/Withdrawn,195.0
Completed,1339.0
Completed,1009.0
Completed,1016.0
Completed,644.0
Completed,346.0
Terminated/Withdrawn,418.0
Terminated/Withdrawn,420.0
Terminated/Withdrawn,1077.0
Completed,552.0
Completed,1236.0
Completed,818.0
Completed,129.0
Terminated/Withdrawn,226.0
Completed,1067.0
Completed,580.0
Terminated/Withdrawn,275.0
Terminated/Withdrawn,374.0
Completed,871.0
Completed,718.0
Terminated/Withdrawn,158.0
Terminated/Withdrawn,426.0
Completed,815.0
Completed,1084.0
Completed,513.0
Completed,635.0
Completed,1108.0
Completed,643.0
Completed,667.0
Completed,977.0
Completed,1020.0
Terminated/Withdrawn,582.0
Terminated/Withdrawn,444.0
Terminated/Withdrawn,191.0
Terminated/Withdrawn,402.0
Completed,921.0
Completed,1023.0
Terminated/Withdrawn,444.0
Completed,664.0
Completed,602.0
Completed,540.0
Completed,749.0
Completed,840.0
Completed,886.0
Completed,457.0
Completed,633.0
Terminated/Withdrawn,517.0
Terminated/Withdrawn,360.0
Completed,1619.0
Completed,1030.0
Completed,330.0
Completed,1446.0
Terminated/Withdrawn,240.0
Completed,610.0
Completed,379.0
Completed,458.0
Completed,795.0
Terminated/Withdrawn,369.0
Completed,1368.0
Completed,678.0
Completed,673.0
Completed,1318.0
Terminated/Withdrawn,244.0
Completed,935.0
Completed,847.0
Terminated/Withdrawn,822.0
Terminated/Withdrawn,364.0
Completed,1126.0
Completed,1147.0
Terminated/Withdrawn,782.0
Completed,1027.0
Completed,1022.0
Terminated/Withdrawn,524.0
Completed,1271.0
Completed,1361.0
Completed,3.0
Completed,1098.0
Terminated/Withdrawn,431.0
Completed,849.0
Completed,1612.0
Completed,767.0
Completed,890.0
Completed,742.0
Completed,862.0
Terminated/Withdrawn,304.0
Terminated/Withdrawn,273.0
Completed,651.0
Completed,432.0
Completed,874.0
Completed,910.0
Completed,1181.0
Terminated/Withdrawn,208.0
Completed,1103.0
Completed,611.0
Completed,1281.0
Terminated/Withdrawn,285.0
Completed,685.0
Completed,848.0
Completed,720.0
Completed,765.0
Completed,828.0
Completed,965.0
Completed,853.0
Completed,826.0
Completed,723.0
Completed,736.0
Terminated/Withdrawn,164.0
Completed,841.0
Completed,820.0
Completed,755.0
Completed,906.0
Terminated/Withdrawn,285.0
Terminated/Withdrawn,324.0
Completed,760.0
Completed,584.0
Completed,593.0
Terminated/Withdrawn,239.0
Completed,894.0
Completed,575.0
Completed,1134.0
Terminated/Withdrawn,193.0
Completed,533.0
Completed,826.0
Terminated/Withdrawn,399.0
Completed,124.0
Completed,1258.0
Completed,789.0
Completed,791.0
Completed,783.0
Completed,1524.0
Completed,718.0
Completed,810.0
Completed,835.0
Completed,1519.0
Completed,834.0
Completed,947.0
Completed,1165.0
Terminated/Withdrawn,279.0
Completed,738.0
Completed,1029.0
Completed,1015.0
Terminated/Withdrawn,282.0
Completed,1133.0
Completed,693.0
Terminated/Withdrawn,451.0
Terminated/Withdrawn,158.0
Terminated/Withdrawn,236.0
Completed,51.0
Completed,966.0
Completed,753.0
Completed,426.0
Completed,743.0
Completed,723.0
Completed,706.0
Completed,770.0
Completed,844.0
Terminated/Withdrawn,560.0
Completed,1013.0
Completed,1088.0
Completed,847.0
Completed,824.0
Completed,883.0
Completed,634.0
Terminated/Withdrawn,220.0
Completed,673.0
Terminated/Withdrawn,309.0
Completed,722.0
Completed,815.0
Completed,700.0
Completed,988.0
Completed,1188.0
Completed,371.0
Completed,417.0
Completed,640.0
Completed,647.0
Completed,714.0
Completed,834.0
Completed,1252.0
Completed,823.0
Completed,100.0
Terminated/Withdrawn,216.0
Completed,1085.0
Completed,1139.0
Terminated/Withdrawn,393.0
Completed,992.0
Completed,66.0
Completed,776.0
Completed,315.0
Completed,777.0
Completed,1481.0
Completed,537.0
Terminated/Withdrawn,506.0
Completed,755.0
Terminated/Withdrawn,272.0
Completed,906.0
Terminated/Withdrawn,474.0
Completed,1231.0
Completed,28.0
Completed,943.0
Completed,645.0
Terminated/Withdrawn,294.0
Terminated/Withdrawn,303.0
Completed,848.0
Completed,851.0
Completed,1040.0
Completed,971.0
Completed,616.0
Terminated/Withdrawn,527.0
Completed,702.0
Terminated/Withdrawn,416.0
Completed,590.0
Terminated/Withdrawn,413.0
Terminated/Withdrawn,233.0
Completed,1134.0
Completed,386.0
Completed,750.0
Completed,1152.0
Completed,681.0
Terminated/Withdrawn,527.0
Terminated/Withdrawn,458.0
Completed,745.0
Completed,639.0
Terminated/Withdrawn,314.0
Completed,694.0
Completed,802.0
Completed,912.0
Completed,446.0
Completed,450.0
Terminated/Withdrawn,267.0
Completed,430.0
Terminated/Withdrawn,466.0
Completed,1054.0
Completed,739.0
Completed,326.0
Completed,1066.0
Completed,957.0
Completed,432.0
Completed,963.0
Terminated/Withdrawn,263.0
Completed,835.0
Terminated/Withdrawn,786.0
Completed,879.0
Completed,653.0
Completed,34.0
Completed,940.0
Completed,735.0
Completed,586.0
Completed,829.0
Completed,928.0
Completed,864.0
Terminated/Withdrawn,608.0
Completed,1205.0
Completed,392.0
Completed,921.0
Completed,597.0
Completed,723.0
Completed,630.0
Completed,1154.0
Completed,1057.0
Completed,613.0
Terminated/Withdrawn,291.0
Terminated/Withdrawn,474.0
Completed,957.0
Completed,174.0
Completed,572.0
Completed,820.0
Completed,1129.0
Completed,148.0
Completed,687.0
Completed,1087.0
Completed,1010.0
Completed,682.0
Completed,848.0
Completed,684.0
Completed,885.0
Terminated/Withdrawn,656.0
Terminated/Withdrawn,514.0
Completed,142.0
Terminated/Withdrawn,452.0
Completed,1188.0
Completed,1149.0
Completed,731.0
Terminated/Withdrawn,193.0
Completed,995.0
Completed,821.0
Completed,882.0
Completed,776.0
Completed,1152.0
Completed,678.0
Terminated/Withdrawn,348.0
Completed,1014.0
Completed,720.0
Terminated/Withdrawn,522.0
Terminated/Withdrawn,533.0
Completed,665.0
Completed,12.0
Completed,618.0
Terminated/Withdrawn,165.0
Terminated/Withdrawn,556.0
Completed,1027.0
Completed,528.0
Completed,1235.0
Terminated/Withdrawn,182.0
Completed,410.0
Completed,496.0
Completed,674.0
Completed,772.0
Completed,1036.0
Completed,536.0
Completed,999.0
Completed,761.0
Completed,134.0
Completed,1560.0
Completed,679.0
Completed,739.0
Completed,893.0
Completed,469.0
Completed,1248.0
Completed,640.0
Completed,1005.0
Completed,741.0
Terminated/Withdrawn,241.0
Completed,592.0
Completed,722.0
Completed,894.0
Terminated/Withdrawn,233.0
Completed,33.0
Terminated/Withdrawn,310.0
Terminated/Withdrawn,394.0
Completed,930.0
Completed,868.0
Completed,858.0
Completed,491.0
Completed,926.0
Terminated/Withdrawn,209.0
Terminated/Withdrawn,307.0
Completed,1029.0
Completed,431.0
Completed,8.0
Completed,1047.0
Completed,812.0
Completed,871.0
Completed,839.0
Terminated/Withdrawn,260.0
Completed,898.0
Terminated/Withdrawn,333.0
Completed,712.0
Completed,1274.0
Completed,789.0
Terminated/Withdrawn,379.0
Completed,710.0
Terminated/Withdrawn,357.0
Terminated/Withdrawn,132.0
Completed,654.0
Completed,1317.0
Terminated/Withdrawn,367.0
Completed,1108.0
Completed,1220.0
Terminated/Withdrawn,738.0
Completed,718.0
Completed,741.0
Completed,1258.0
Completed,788.0
Terminated/Withdrawn,209.0
Completed,1589.0
Terminated/Withdrawn,272.0
Completed,1220.0
Completed,968.0
Completed,577.0
Completed,877.0
Completed,1168.0
Completed,1158.0
Terminated/Withdrawn,224.0
Completed,537.0
Terminated/Withdrawn,442.0
Terminated/Withdrawn,117.0
Completed,413.0
Terminated/Withdrawn,129.0
Completed,625.0
Completed,500.0
Completed,722.0
Completed,1145.0
Terminated/Withdrawn,279.0
Completed,216.0
Completed,537.0
Completed,941.0
Completed,916.0
Completed,917.0
Completed,1005.0
Completed,464.0
Completed,957.0
Completed,822.0
Completed,1201.0
Completed,665.0
