nct_id,sponsor_type,sponsor_name
NCT100007562,Industry,Industry Sponsor #14
NCT100007563,Industry,Industry Sponsor #347
NCT100007564,Other,Other Sponsor #97
NCT100007565,Other,Other Sponsor #339
NCT100007566,Other,Other Sponsor #325
NCT100007567,NIH,NIH Sponsor #279
NCT100007568,Industry,Industry Sponsor #43
NCT100007569,Other,Other Sponsor #329
NCT100007570,Industry,Industry Sponsor #235
NCT100007571,Other,Other Sponsor #335
NCT100007572,Industry,Industry Sponsor #52
NCT100007573,Other,Other Sponsor #142
NCT100007574,Other,Other Sponsor #395
NCT100007575,Industry,Industry Sponsor #299
NCT100007576,Industry,Industry Sponsor #293
NCT100007577,Industry,Industry Sponsor #52
NCT100007578,Other,Other Sponsor #98
NCT100007579,Industry,Industry Sponsor #221
NCT100007580,Industry,Industry Sponsor #81
NCT100007581,Other,Other Sponsor #70
NCT100007582,Other,Other Sponsor #366
NCT100007583,Other,Other Sponsor #1
NCT100007584,Industry,Industry Sponsor #63
NCT100007585,Industry,Industry Sponsor #200
NCT100007586,Other,Other Sponsor #99
NCT100007587,Industry,Industry Sponsor #87
NCT100007588,Industry,Industry Sponsor #330
NCT100007589,Other,Other Sponsor #399
NCT100007590,Other,Other Sponsor #139
NCT100007591,Industry,Industry Sponsor #229
NCT100007592,Industry,Industry Sponsor #147
NCT100007593,Other,Other Sponsor #380
NCT100007594,Other,Other Sponsor #192
NCT100007595,NIH,NIH Sponsor #189
NCT100007596,Other,Other Sponsor #50
NCT100007597,Industry,Industry Sponsor #246
NCT100007598,Industry,Industry Sponsor #317
NCT100007599,Industry,Industry Sponsor #335
NCT100007600,Other,Other Sponsor #265
NCT100007601,Other,Other Sponsor #71
NCT100007602,Other,Other Sponsor #34
NCT100007603,Industry,Industry Sponsor #155
NCT100007604,Industry,Industry Sponsor #348
NCT100007605,Other,Other Sponsor #69
NCT100007606,Industry,Industry Sponsor #157
NCT100007607,Other,Other Sponsor #377
NCT100007608,NIH,NIH Sponsor #157
NCT100007609,Other,Other Sponsor #149
NCT100007610,Industry,Industry Sponsor #112
NCT100007611,Industry,Industry Sponsor #55
NCT100007612,Other,Other Sponsor #326
NCT100007613,Industry,Industry Sponsor #248
NCT100007614,Other,Other Sponsor #292
NCT100007615,NIH,NIH Sponsor #119
NCT100007616,Other,Other Sponsor #208
NCT100007617,Industry,Industry Sponsor #299
NCT100007618,NIH,NIH Sponsor #368
NCT100007619,Industry,Industry Sponsor #233
NCT100007620,Industry,Industry Sponsor #332
NCT100007621,Industry,Industry Sponsor #108
NCT100007622,Industry,Industry Sponsor #276
NCT100007623,Other,Other Sponsor #144
NCT100007624,Other,Other Sponsor #12
NCT100007625,Industry,Industry Sponsor #255
NCT100007626,Industry,Industry Sponsor #134
NCT100007627,Industry,Industry Sponsor #312
NCT100007628,Industry,Industry Sponsor #387
NCT100007629,Industry,Industry Sponsor #35
NCT100007630,Other,Other Sponsor #229
NCT100007631,Other,Other Sponsor #192
NCT100007632,Industry,Industry Sponsor #53
NCT100007633,Industry,Industry Sponsor #62
NCT100007634,Other,Other Sponsor #339
NCT100007635,Industry,Industry Sponsor #369
NCT100007636,Other,Other Sponsor #192
NCT100007637,Industry,Industry Sponsor #54
NCT100007638,Industry,Industry Sponsor #90
NCT100007639,NIH,NIH Sponsor #354
NCT100007640,Industry,Industry Sponsor #321
NCT100007641,Industry,Industry Sponsor #221
NCT100007642,Industry,Industry Sponsor #139
NCT100007643,Other,Other Sponsor #13
NCT100007644,Industry,Industry Sponsor #293
NCT100007645,Industry,Industry Sponsor #352
NCT100007646,Industry,Industry Sponsor #232
NCT100007647,NIH,NIH Sponsor #61
NCT100007648,Other,Other Sponsor #92
NCT100007649,Industry,Industry Sponsor #291
NCT100007650,Other,Other Sponsor #277
NCT100007651,Industry,Industry Sponsor #298
NCT100007652,Other,Other Sponsor #17
NCT100007653,Other,Other Sponsor #211
NCT100007654,Industry,Industry Sponsor #239
NCT100007655,NIH,NIH Sponsor #296
NCT100007656,Industry,Industry Sponsor #139
NCT100007657,Industry,Industry Sponsor #24
NCT100007658,Industry,Industry Sponsor #288
NCT100007659,NIH,NIH Sponsor #260
NCT100007660,Industry,Industry Sponsor #204
NCT100007661,Other,Other Sponsor #242
NCT100007662,Other,Other Sponsor #265
NCT100007663,Industry,Industry Sponsor #89
NCT100007664,Industry,Industry Sponsor #85
NCT100007665,Industry,Industry Sponsor #269
NCT100007666,Industry,Industry Sponsor #313
NCT100007667,Industry,Industry Sponsor #366
NCT100007668,Other,Other Sponsor #160
NCT100007669,Other,Other Sponsor #29
NCT100007670,Industry,Industry Sponsor #382
NCT100007671,Industry,Industry Sponsor #313
NCT100007672,NIH,NIH Sponsor #136
NCT100007673,Industry,Industry Sponsor #235
NCT100007674,Industry,Industry Sponsor #87
NCT100007675,Other,Other Sponsor #342
NCT100007676,Other,Other Sponsor #276
NCT100007677,NIH,NIH Sponsor #164
NCT100007678,Other,Other Sponsor #37
NCT100007679,Industry,Industry Sponsor #365
NCT100007680,Other,Other Sponsor #306
NCT100007681,Industry,Industry Sponsor #73
NCT100007682,Industry,Industry Sponsor #245
NCT100007683,Other,Other Sponsor #343
NCT100007684,Other,Other Sponsor #121
NCT100007685,NIH,NIH Sponsor #340
NCT100007686,Other,Other Sponsor #262
NCT100007687,Other,Other Sponsor #200
NCT100007688,Industry,Industry Sponsor #12
NCT100007689,Industry,Industry Sponsor #96
NCT100007690,Industry,Industry Sponsor #9
NCT100007691,NIH,NIH Sponsor #114
NCT100007692,Other,Other Sponsor #242
NCT100007693,NIH,NIH Sponsor #324
NCT100007694,Other,Other Sponsor #293
NCT100007695,Industry,Industry Sponsor #313
NCT100007696,Other,Other Sponsor #262
NCT100007697,Industry,Industry Sponsor #264
NCT100007698,NIH,NIH Sponsor #342
NCT100007699,Industry,Industry Sponsor #385
NCT100007700,Industry,Industry Sponsor #107
NCT100007701,Other,Other Sponsor #169
NCT100007702,Industry,Industry Sponsor #120
NCT100007703,Industry,Industry Sponsor #179
NCT100007704,Industry,Industry Sponsor #297
NCT100007705,Other,Other Sponsor #50
NCT100007706,Other,Other Sponsor #36
NCT100007707,Other,Other Sponsor #304
NCT100007708,Industry,Industry Sponsor #3
NCT100007709,Other,Other Sponsor #381
NCT100007710,Other,Other Sponsor #109
NCT100007711,Other,Other Sponsor #364
NCT100007712,Industry,Industry Sponsor #28
NCT100007713,Other,Other Sponsor #33
NCT100007714,NIH,NIH Sponsor #39
NCT100007715,Industry,Industry Sponsor #71
NCT100007716,NIH,NIH Sponsor #178
NCT100007717,Industry,Industry Sponsor #349
NCT100007718,Industry,Industry Sponsor #221
NCT100007719,Other,Other Sponsor #140
NCT100007720,Industry,Industry Sponsor #331
NCT100007721,Industry,Industry Sponsor #343
NCT100007722,Industry,Industry Sponsor #233
NCT100007723,NIH,NIH Sponsor #122
NCT100007724,Industry,Industry Sponsor #52
NCT100007725,Other,Other Sponsor #112
NCT100007726,Other,Other Sponsor #116
NCT100007727,NIH,NIH Sponsor #34
NCT100007728,Industry,Industry Sponsor #229
NCT100007729,Industry,Industry Sponsor #325
NCT100007730,Industry,Industry Sponsor #279
NCT100007731,Industry,Industry Sponsor #277
NCT100007732,Industry,Industry Sponsor #353
NCT100007733,Industry,Industry Sponsor #286
NCT100007734,Other,Other Sponsor #44
NCT100007735,Industry,Industry Sponsor #55
NCT100007736,Industry,Industry Sponsor #223
NCT100007737,Other,Other Sponsor #42
NCT100007738,Industry,Industry Sponsor #232
NCT100007739,Industry,Industry Sponsor #133
NCT100007740,Other,Other Sponsor #123
NCT100007741,Industry,Industry Sponsor #155
NCT100007742,NIH,NIH Sponsor #73
NCT100007743,Industry,Industry Sponsor #316
NCT100007744,NIH,NIH Sponsor #232
NCT100007745,Industry,Industry Sponsor #8
NCT100007746,Industry,Industry Sponsor #232
NCT100007747,Industry,Industry Sponsor #362
NCT100007748,NIH,NIH Sponsor #194
NCT100007749,Industry,Industry Sponsor #30
NCT100007750,Industry,Industry Sponsor #32
NCT100007751,Other,Other Sponsor #170
NCT100007752,Industry,Industry Sponsor #108
NCT100007753,Industry,Industry Sponsor #159
NCT100007754,Other,Other Sponsor #297
NCT100007755,Other,Other Sponsor #263
NCT100007756,Other,Other Sponsor #172
NCT100007757,Industry,Industry Sponsor #91
NCT100007758,Other,Other Sponsor #224
NCT100007759,Industry,Industry Sponsor #178
NCT100007760,Industry,Industry Sponsor #316
NCT100007761,Industry,Industry Sponsor #32
NCT100007762,Industry,Industry Sponsor #63
NCT100007763,Other,Other Sponsor #113
NCT100007764,Industry,Industry Sponsor #183
NCT100007765,Industry,Industry Sponsor #160
NCT100007766,Industry,Industry Sponsor #190
NCT100007767,Industry,Industry Sponsor #11
NCT100007768,Industry,Industry Sponsor #119
NCT100007769,Other,Other Sponsor #312
NCT100007770,Industry,Industry Sponsor #361
NCT100007771,Industry,Industry Sponsor #117
NCT100007772,Other,Other Sponsor #365
NCT100007773,NIH,NIH Sponsor #301
NCT100007774,Other,Other Sponsor #3
NCT100007775,Other,Other Sponsor #226
NCT100007776,NIH,NIH Sponsor #190
NCT100007777,Industry,Industry Sponsor #130
NCT100007778,Other,Other Sponsor #279
NCT100007779,Industry,Industry Sponsor #126
NCT100007780,Other,Other Sponsor #176
NCT100007781,Industry,Industry Sponsor #28
NCT100007782,Industry,Industry Sponsor #26
NCT100007783,Other,Other Sponsor #22
NCT100007784,Other,Other Sponsor #61
NCT100007785,Other,Other Sponsor #385
NCT100007786,Other,Other Sponsor #52
NCT100007787,Industry,Industry Sponsor #223
NCT100007788,Industry,Industry Sponsor #237
NCT100007789,Other,Other Sponsor #32
NCT100007790,NIH,NIH Sponsor #296
NCT100007791,Other,Other Sponsor #312
NCT100007792,Industry,Industry Sponsor #36
NCT100007793,Other,Other Sponsor #268
NCT100007794,Other,Other Sponsor #9
NCT100007795,Other,Other Sponsor #116
NCT100007796,Industry,Industry Sponsor #23
NCT100007797,Industry,Industry Sponsor #267
NCT100007798,Industry,Industry Sponsor #46
NCT100007799,Industry,Industry Sponsor #228
NCT100007800,Other,Other Sponsor #343
NCT100007801,NIH,NIH Sponsor #316
NCT100007802,NIH,NIH Sponsor #371
NCT100007803,Industry,Industry Sponsor #325
NCT100007804,Industry,Industry Sponsor #252
NCT100007805,Industry,Industry Sponsor #373
NCT100007806,Industry,Industry Sponsor #53
NCT100007807,NIH,NIH Sponsor #399
NCT100007808,Industry,Industry Sponsor #14
NCT100007809,Industry,Industry Sponsor #328
NCT100007810,Industry,Industry Sponsor #386
NCT100007811,Other,Other Sponsor #183
NCT100007812,Industry,Industry Sponsor #253
NCT100007813,Industry,Industry Sponsor #179
NCT100007814,Other,Other Sponsor #90
NCT100007815,Industry,Industry Sponsor #107
NCT100007816,Other,Other Sponsor #328
NCT100007817,Industry,Industry Sponsor #88
NCT100007818,Industry,Industry Sponsor #291
NCT100007819,Industry,Industry Sponsor #107
NCT100007820,Other,Other Sponsor #90
NCT100007821,Other,Other Sponsor #220
NCT100007822,Other,Other Sponsor #255
NCT100007823,NIH,NIH Sponsor #27
NCT100007824,NIH,NIH Sponsor #173
NCT100007825,Industry,Industry Sponsor #170
NCT100007826,Other,Other Sponsor #194
NCT100007827,Industry,Industry Sponsor #154
NCT100007828,Other,Other Sponsor #361
NCT100007829,Other,Other Sponsor #73
NCT100007830,Other,Other Sponsor #328
NCT100007831,Industry,Industry Sponsor #115
NCT100007832,Other,Other Sponsor #359
NCT100007833,Industry,Industry Sponsor #151
NCT100007834,Industry,Industry Sponsor #344
NCT100007835,Industry,Industry Sponsor #287
NCT100007836,Other,Other Sponsor #117
NCT100007837,Other,Other Sponsor #315
NCT100007838,Industry,Industry Sponsor #391
NCT100007839,NIH,NIH Sponsor #348
NCT100007840,NIH,NIH Sponsor #281
NCT100007841,Industry,Industry Sponsor #63
NCT100007842,Industry,Industry Sponsor #290
NCT100007843,Industry,Industry Sponsor #145
NCT100007844,Industry,Industry Sponsor #333
NCT100007845,Industry,Industry Sponsor #135
NCT100007846,Industry,Industry Sponsor #9
NCT100007847,Industry,Industry Sponsor #209
NCT100007848,Industry,Industry Sponsor #167
NCT100007849,Industry,Industry Sponsor #311
NCT100007850,Other,Other Sponsor #2
NCT100007851,Industry,Industry Sponsor #206
NCT100007852,Industry,Industry Sponsor #52
NCT100007853,Other,Other Sponsor #308
NCT100007854,Industry,Industry Sponsor #249
NCT100007855,NIH,NIH Sponsor #70
NCT100007856,Industry,Industry Sponsor #129
NCT100007857,Other,Other Sponsor #255
NCT100007858,Other,Other Sponsor #40
NCT100007859,NIH,NIH Sponsor #299
NCT100007860,Industry,Industry Sponsor #100
NCT100007861,Industry,Industry Sponsor #263
NCT100007862,Industry,Industry Sponsor #243
NCT100007863,Industry,Industry Sponsor #323
NCT100007864,Industry,Industry Sponsor #167
NCT100007865,Industry,Industry Sponsor #42
NCT100007866,Other,Other Sponsor #75
NCT100007867,Industry,Industry Sponsor #262
NCT100007868,Other,Other Sponsor #99
NCT100007869,Other,Other Sponsor #93
NCT100007870,Other,Other Sponsor #163
NCT100007871,Other,Other Sponsor #213
NCT100007872,Other,Other Sponsor #149
NCT100007873,Other,Other Sponsor #262
NCT100007874,Industry,Industry Sponsor #64
NCT100007875,Other,Other Sponsor #253
NCT100007876,Other,Other Sponsor #175
NCT100007877,Other,Other Sponsor #255
NCT100007878,Industry,Industry Sponsor #257
NCT100007879,Other,Other Sponsor #80
NCT100007880,Other,Other Sponsor #42
NCT100007881,Industry,Industry Sponsor #264
NCT100007882,Industry,Industry Sponsor #397
NCT100007883,Other,Other Sponsor #110
NCT100007884,Other,Other Sponsor #371
NCT100007885,Industry,Industry Sponsor #194
NCT100007886,NIH,NIH Sponsor #43
NCT100007887,NIH,NIH Sponsor #183
NCT100007888,NIH,NIH Sponsor #151
NCT100007889,Other,Other Sponsor #129
NCT100007890,Industry,Industry Sponsor #119
NCT100007891,Industry,Industry Sponsor #52
NCT100007892,Other,Other Sponsor #159
NCT100007893,Industry,Industry Sponsor #262
NCT100007894,Industry,Industry Sponsor #287
NCT100007895,Industry,Industry Sponsor #151
NCT100007896,Industry,Industry Sponsor #360
NCT100007897,Industry,Industry Sponsor #249
NCT100007898,Other,Other Sponsor #186
NCT100007899,Industry,Industry Sponsor #391
NCT100007900,Industry,Industry Sponsor #148
NCT100007901,Other,Other Sponsor #75
NCT100007902,NIH,NIH Sponsor #245
NCT100007903,Industry,Industry Sponsor #310
NCT100007904,Other,Other Sponsor #191
NCT100007905,Other,Other Sponsor #328
NCT100007906,Industry,Industry Sponsor #92
NCT100007907,Industry,Industry Sponsor #393
NCT100007908,NIH,NIH Sponsor #260
NCT100007909,Other,Other Sponsor #63
NCT100007910,Industry,Industry Sponsor #287
NCT100007911,Industry,Industry Sponsor #103
NCT100007912,Other,Other Sponsor #146
NCT100007913,Other,Other Sponsor #321
NCT100007914,Other,Other Sponsor #111
NCT100007915,Industry,Industry Sponsor #396
NCT100007916,Industry,Industry Sponsor #391
NCT100007917,Industry,Industry Sponsor #117
NCT100007918,Other,Other Sponsor #88
NCT100007919,Other,Other Sponsor #249
NCT100007920,Other,Other Sponsor #318
NCT100007921,Other,Other Sponsor #156
NCT100007922,Other,Other Sponsor #84
NCT100007923,Industry,Industry Sponsor #322
NCT100007924,Industry,Industry Sponsor #397
NCT100007925,Industry,Industry Sponsor #184
NCT100007926,Industry,Industry Sponsor #152
NCT100007927,Industry,Industry Sponsor #114
NCT100007928,Industry,Industry Sponsor #18
NCT100007929,Other,Other Sponsor #160
NCT100007930,Industry,Industry Sponsor #231
NCT100007931,Industry,Industry Sponsor #199
NCT100007932,Industry,Industry Sponsor #40
NCT100007933,Other,Other Sponsor #69
NCT100007934,NIH,NIH Sponsor #17
NCT100007935,Industry,Industry Sponsor #13
NCT100007936,Other,Other Sponsor #90
NCT100007937,Industry,Industry Sponsor #202
NCT100007938,Industry,Industry Sponsor #309
NCT100007939,NIH,NIH Sponsor #106
NCT100007940,Other,Other Sponsor #145
NCT100007941,Other,Other Sponsor #218
NCT100007942,Industry,Industry Sponsor #358
NCT100007943,Other,Other Sponsor #143
NCT100007944,Industry,Industry Sponsor #355
NCT100007945,Industry,Industry Sponsor #188
NCT100007946,Industry,Industry Sponsor #43
NCT100007947,Industry,Industry Sponsor #262
NCT100007948,Industry,Industry Sponsor #176
NCT100007949,Industry,Industry Sponsor #396
NCT100007950,Industry,Industry Sponsor #12
NCT100007951,Industry,Industry Sponsor #32
NCT100007952,Other,Other Sponsor #270
NCT100007953,Other,Other Sponsor #219
NCT100007954,Industry,Industry Sponsor #230
NCT100007955,Industry,Industry Sponsor #83
NCT100007956,Industry,Industry Sponsor #168
NCT100007957,Industry,Industry Sponsor #168
NCT100007958,Other,Other Sponsor #247
NCT100007959,Industry,Industry Sponsor #279
NCT100007960,Other,Other Sponsor #192
NCT100007961,Other,Other Sponsor #146
NCT100007962,Other,Other Sponsor #80
NCT100007963,Other,Other Sponsor #5
NCT100007964,Other,Other Sponsor #38
NCT100007965,Industry,Industry Sponsor #93
NCT100007966,Industry,Industry Sponsor #34
NCT100007967,Other,Other Sponsor #247
NCT100007968,Other,Other Sponsor #30
NCT100007969,Other,Other Sponsor #400
NCT100007970,Industry,Industry Sponsor #47
NCT100007971,Other,Other Sponsor #249
NCT100007972,Industry,Industry Sponsor #303
NCT100007973,Other,Other Sponsor #327
NCT100007974,Other,Other Sponsor #313
NCT100007975,Industry,Industry Sponsor #205
NCT100007976,Industry,Industry Sponsor #29
NCT100007977,Other,Other Sponsor #204
NCT100007978,Industry,Industry Sponsor #174
NCT100007979,Industry,Industry Sponsor #4
NCT100007980,Industry,Industry Sponsor #315
NCT100007981,Industry,Industry Sponsor #40
NCT100007982,NIH,NIH Sponsor #372
NCT100007983,Other,Other Sponsor #266
NCT100007984,Industry,Industry Sponsor #398
NCT100007985,Industry,Industry Sponsor #196
NCT100007986,Other,Other Sponsor #260
NCT100007987,Industry,Industry Sponsor #249
NCT100007988,Industry,Industry Sponsor #305
NCT100007989,Industry,Industry Sponsor #379
NCT100007990,Other,Other Sponsor #167
NCT100007991,Other,Other Sponsor #317
NCT100007992,Industry,Industry Sponsor #129
NCT100007993,Other,Other Sponsor #60
NCT100007994,Industry,Industry Sponsor #352
NCT100007995,Industry,Industry Sponsor #327
NCT100007996,Industry,Industry Sponsor #375
NCT100007997,Other,Other Sponsor #382
NCT100007998,Industry,Industry Sponsor #154
NCT100007999,Other,Other Sponsor #230
NCT100008000,Industry,Industry Sponsor #364
NCT100008001,NIH,NIH Sponsor #327
NCT100008002,Industry,Industry Sponsor #305
NCT100008003,Other,Other Sponsor #136
NCT100008004,Other,Other Sponsor #353
NCT100008005,Industry,Industry Sponsor #383
NCT100008006,Other,Other Sponsor #75
NCT100008007,Industry,Industry Sponsor #274
NCT100008008,Other,Other Sponsor #149
NCT100008009,Industry,Industry Sponsor #369
NCT100008010,Industry,Industry Sponsor #388
NCT100008011,Other,Other Sponsor #284
NCT100008012,Industry,Industry Sponsor #171
NCT100008013,Industry,Industry Sponsor #68
NCT100008014,Other,Other Sponsor #156
NCT100008015,Other,Other Sponsor #315
NCT100008016,Other,Other Sponsor #204
NCT100008017,Industry,Industry Sponsor #5
NCT100008018,Industry,Industry Sponsor #384
NCT100008019,Industry,Industry Sponsor #313
NCT100008020,Industry,Industry Sponsor #370
NCT100008021,Other,Other Sponsor #327
NCT100008022,Other,Other Sponsor #389
NCT100008023,Other,Other Sponsor #48
NCT100008024,Industry,Industry Sponsor #72
NCT100008025,Industry,Industry Sponsor #204
NCT100008026,Industry,Industry Sponsor #5
NCT100008027,Industry,Industry Sponsor #202
NCT100008028,Industry,Industry Sponsor #41
NCT100008029,NIH,NIH Sponsor #244
NCT100008030,Other,Other Sponsor #150
NCT100008031,Industry,Industry Sponsor #132
NCT100008032,Industry,Industry Sponsor #373
NCT100008033,Industry,Industry Sponsor #354
NCT100008034,Other,Other Sponsor #183
NCT100008035,NIH,NIH Sponsor #251
NCT100008036,Industry,Industry Sponsor #334
NCT100008037,NIH,NIH Sponsor #279
NCT100008038,Other,Other Sponsor #334
NCT100008039,Industry,Industry Sponsor #205
NCT100008040,Industry,Industry Sponsor #107
NCT100008041,Industry,Industry Sponsor #195
NCT100008042,Industry,Industry Sponsor #111
NCT100008043,Other,Other Sponsor #5
NCT100008044,Other,Other Sponsor #305
NCT100008045,Industry,Industry Sponsor #233
NCT100008046,Other,Other Sponsor #186
NCT100008047,Industry,Industry Sponsor #378
NCT100008048,Industry,Industry Sponsor #187
NCT100008049,Industry,Industry Sponsor #91
NCT100008050,NIH,NIH Sponsor #284
NCT100008051,Industry,Industry Sponsor #166
NCT100008052,Other,Other Sponsor #43
NCT100008053,Other,Other Sponsor #222
NCT100008054,Industry,Industry Sponsor #345
NCT100008055,Industry,Industry Sponsor #316
NCT100008056,Industry,Industry Sponsor #244
NCT100008057,Industry,Industry Sponsor #162
NCT100008058,Industry,Industry Sponsor #384
NCT100008059,Industry,Industry Sponsor #66
NCT100008060,NIH,NIH Sponsor #41
NCT100008061,Industry,Industry Sponsor #45
NCT100008062,Other,Other Sponsor #384
NCT100008063,Other,Other Sponsor #6
NCT100008064,Other,Other Sponsor #282
NCT100008065,Other,Other Sponsor #182
NCT100008066,Industry,Industry Sponsor #124
NCT100008067,Other,Other Sponsor #349
NCT100008068,Other,Other Sponsor #238
NCT100008069,Industry,Industry Sponsor #332
NCT100008070,Industry,Industry Sponsor #126
NCT100008071,Industry,Industry Sponsor #125
NCT100008072,Other,Other Sponsor #259
NCT100008073,Industry,Industry Sponsor #173
NCT100008074,Industry,Industry Sponsor #329
NCT100008075,Other,Other Sponsor #25
NCT100008076,Industry,Industry Sponsor #108
NCT100008077,Other,Other Sponsor #133
NCT100008078,Other,Other Sponsor #292
NCT100008079,Industry,Industry Sponsor #396
NCT100008080,Industry,Industry Sponsor #80
NCT100008081,Industry,Industry Sponsor #283
NCT100008082,NIH,NIH Sponsor #245
NCT100008083,NIH,NIH Sponsor #55
NCT100008084,Industry,Industry Sponsor #269
NCT100008085,Industry,Industry Sponsor #267
NCT100008086,Industry,Industry Sponsor #211
NCT100008087,Industry,Industry Sponsor #315
NCT100008088,Other,Other Sponsor #224
NCT100008089,Industry,Industry Sponsor #43
NCT100008090,Industry,Industry Sponsor #366
NCT100008091,Industry,Industry Sponsor #252
NCT100008092,Other,Other Sponsor #165
NCT100008093,Industry,Industry Sponsor #306
NCT100008094,Other,Other Sponsor #355
NCT100008095,Other,Other Sponsor #100
NCT100008096,Industry,Industry Sponsor #206
NCT100008097,NIH,NIH Sponsor #259
NCT100008098,Other,Other Sponsor #162
NCT100008099,Industry,Industry Sponsor #251
NCT100008100,Industry,Industry Sponsor #169
NCT100008101,Industry,Industry Sponsor #399
NCT100008102,Industry,Industry Sponsor #392
NCT100008103,Other,Other Sponsor #215
NCT100008104,Other,Other Sponsor #252
NCT100008105,Industry,Industry Sponsor #266
NCT100008106,Industry,Industry Sponsor #398
NCT100008107,Other,Other Sponsor #229
NCT100008108,Other,Other Sponsor #396
NCT100008109,Other,Other Sponsor #311
NCT100008110,Other,Other Sponsor #160
NCT100008111,NIH,NIH Sponsor #384
NCT100008112,Other,Other Sponsor #112
NCT100008113,Industry,Industry Sponsor #262
NCT100008114,Industry,Industry Sponsor #70
NCT100008115,Industry,Industry Sponsor #145
NCT100008116,Industry,Industry Sponsor #256
NCT100008117,Industry,Industry Sponsor #257
NCT100008118,NIH,NIH Sponsor #150
NCT100008119,NIH,NIH Sponsor #35
NCT100008120,NIH,NIH Sponsor #91
NCT100008121,Industry,Industry Sponsor #371
NCT100008122,Other,Other Sponsor #201
NCT100008123,Other,Other Sponsor #269
NCT100008124,Industry,Industry Sponsor #170
NCT100008125,Other,Other Sponsor #134
NCT100008126,Industry,Industry Sponsor #209
NCT100008127,Industry,Industry Sponsor #289
NCT100008128,Industry,Industry Sponsor #323
NCT100008129,Industry,Industry Sponsor #324
NCT100008130,Industry,Industry Sponsor #268
NCT100008131,Other,Other Sponsor #211
NCT100008132,Other,Other Sponsor #172
NCT100008133,Industry,Industry Sponsor #117
NCT100008134,Other,Other Sponsor #351
NCT100008135,Other,Other Sponsor #34
NCT100008136,Other,Other Sponsor #22
NCT100008137,Industry,Industry Sponsor #231
NCT100008138,Industry,Industry Sponsor #252
NCT100008139,Other,Other Sponsor #33
NCT100008140,Industry,Industry Sponsor #202
NCT100008141,Other,Other Sponsor #338
NCT100008142,Other,Other Sponsor #18
NCT100008143,Industry,Industry Sponsor #42
NCT100008144,Other,Other Sponsor #252
NCT100008145,Industry,Industry Sponsor #340
NCT100008146,Industry,Industry Sponsor #358
NCT100008147,Industry,Industry Sponsor #142
NCT100008148,Industry,Industry Sponsor #353
NCT100008149,Other,Other Sponsor #110
NCT100008150,Industry,Industry Sponsor #238
NCT100008151,NIH,NIH Sponsor #356
NCT100008152,Other,Other Sponsor #341
NCT100008153,Industry,Industry Sponsor #218
NCT100008154,Industry,Industry Sponsor #149
NCT100008155,Industry,Industry Sponsor #21
NCT100008156,Other,Other Sponsor #158
NCT100008157,Other,Other Sponsor #156
NCT100008158,NIH,NIH Sponsor #92
NCT100008159,Industry,Industry Sponsor #207
NCT100008160,Industry,Industry Sponsor #378
NCT100008161,Industry,Industry Sponsor #356
NCT100008162,Industry,Industry Sponsor #215
NCT100008163,Industry,Industry Sponsor #89
NCT100008164,Industry,Industry Sponsor #216
NCT100008165,Industry,Industry Sponsor #293
NCT100008166,Other,Other Sponsor #119
NCT100008167,Other,Other Sponsor #75
NCT100008168,Industry,Industry Sponsor #78
NCT100008169,Industry,Industry Sponsor #131
NCT100008170,Industry,Industry Sponsor #236
NCT100008171,NIH,NIH Sponsor #388
NCT100008172,Industry,Industry Sponsor #229
NCT100008173,Other,Other Sponsor #298
NCT100008174,Other,Other Sponsor #369
NCT100008175,Other,Other Sponsor #381
NCT100008176,Other,Other Sponsor #364
NCT100008177,Industry,Industry Sponsor #185
NCT100008178,Industry,Industry Sponsor #131
NCT100008179,Other,Other Sponsor #91
NCT100008180,Industry,Industry Sponsor #79
NCT100008181,Industry,Industry Sponsor #207
NCT100008182,Industry,Industry Sponsor #227
NCT100008183,Other,Other Sponsor #24
NCT100008184,Other,Other Sponsor #294
NCT100008185,Industry,Industry Sponsor #22
NCT100008186,Industry,Industry Sponsor #124
NCT100008187,Industry,Industry Sponsor #56
NCT100008188,Industry,Industry Sponsor #210
NCT100008189,Industry,Industry Sponsor #187
NCT100008190,Industry,Industry Sponsor #244
NCT100008191,Industry,Industry Sponsor #347
NCT100008192,Other,Other Sponsor #5
NCT100008193,Other,Other Sponsor #352
NCT100008194,Other,Other Sponsor #9
NCT100008195,Other,Other Sponsor #177
NCT100008196,Other,Other Sponsor #165
NCT100008197,NIH,NIH Sponsor #367
NCT100008198,NIH,NIH Sponsor #234
NCT100008199,Industry,Industry Sponsor #194
NCT100008200,Industry,Industry Sponsor #76
NCT100008201,Industry,Industry Sponsor #244
NCT100008202,Other,Other Sponsor #125
NCT100008203,Industry,Industry Sponsor #194
NCT100008204,Industry,Industry Sponsor #80
NCT100008205,Industry,Industry Sponsor #314
NCT100008206,Industry,Industry Sponsor #178
NCT100008207,Other,Other Sponsor #183
NCT100008208,Industry,Industry Sponsor #275
NCT100008209,Other,Other Sponsor #192
NCT100008210,Industry,Industry Sponsor #123
NCT100008211,Industry,Industry Sponsor #247
NCT100008212,Other,Other Sponsor #221
NCT100008213,Other,Other Sponsor #72
NCT100008214,Other,Other Sponsor #58
NCT100008215,Other,Other Sponsor #308
NCT100008216,Industry,Industry Sponsor #226
NCT100008217,NIH,NIH Sponsor #70
NCT100008218,Other,Other Sponsor #29
