nct_id,study_type,phase,overall_status,enrollment,start_date,completion_date
NCT100006728,Interventional,Phase 2,Unknown status,104,2011-07-07,
NCT100006729,Interventional,Phase 2,Withdrawn,14,2012-10-13,2013-06-26
NCT100006730,Interventional,Phase 2,Withdrawn,33,2016-06-20,2017-06-06
NCT100006731,Interventional,Phase 3,Completed,29,2011-03-19,2012-11-01
NCT100006732,Interventional,Phase 2,Withdrawn,60,2018-05-06,2018-11-18
NCT100006733,Interventional,Phase 1,Completed,40,2015-02-24,2018-07-18
NCT100006734,Interventional,Phase 2,Terminated,9,2020-08-05,2021-03-30
NCT100006735,Interventional,Phase 3,Completed,112,2022-03-10,2024-11-06
NCT100006736,Interventional,Phase 3,Completed,91,2023-02-26,2025-12-07
NCT100006737,Interventional,Phase 1,Terminated,330,2012-07-14,2013-04-14
NCT100006738,Interventional,Phase 2,Unknown status,329,2017-08-26,
NCT100006739,Interventional,Phase 2,Completed,1687,2018-05-10,2020-01-08
NCT100006740,Interventional,Phase 3,Withdrawn,133,2024-08-06,2025-08-05
NCT100006741,Interventional,Phase 1,Completed,50,2016-08-09,2021-06-15
NCT100006742,Interventional,Phase 4,"Active, not recruiting",127,2023-11-29,
NCT100006743,Interventional,Phase 1,Completed,39,2019-10-15,2021-06-01
NCT100006744,Interventional,Phase 3,Completed,100,2023-08-19,2025-12-31
NCT100006745,Interventional,Phase 4,Completed,7,2022-08-08,2024-10-10
NCT100006746,Interventional,Phase 1,Completed,186,2020-06-11,2023-04-08
NCT100006747,Interventional,Phase 2,Completed,121,2016-12-26,2021-08-08
NCT100006748,Interventional,Phase 4,"Active, not recruiting",539,2025-05-12,
NCT100006749,Interventional,Phase 2,"Active, not recruiting",284,2014-02-23,
NCT100006750,Interventional,Phase 1,Recruiting,16,2016-07-31,
NCT100006751,Interventional,Phase 2,Completed,65,2012-03-27,2014-06-12
NCT100006752,Interventional,Phase 1,Recruiting,47,2021-11-04,
NCT100006753,Interventional,Phase 3,Completed,31,2014-07-07,2016-10-11
NCT100006754,Interventional,Phase 2,Recruiting,63,2016-12-02,
NCT100006755,Interventional,Phase 2,Withdrawn,359,2023-10-21,2024-10-18
NCT100006756,Interventional,Phase 2,Withdrawn,126,2016-06-15,2017-04-19
NCT100006757,Interventional,Phase 3,"Active, not recruiting",104,2022-08-14,
NCT100006758,Interventional,Phase 4,Completed,73,2018-09-08,2020-07-06
NCT100006759,Interventional,Phase 4,Recruiting,55,2011-11-10,
NCT100006760,Interventional,Phase 1,Terminated,232,2016-05-13,2016-11-12
NCT100006761,Interventional,Phase 1,Terminated,60,2025-03-14,2025-06-24
NCT100006762,Interventional,Phase 2,Completed,222,2025-05-21,2026-08-02
NCT100006763,Interventional,Phase 2,Completed,26,2021-09-03,2024-07-31
NCT100006764,Interventional,Phase 4,Completed,26,2015-01-06,2018-07-28
NCT100006765,Interventional,Phase 2,Terminated,371,2021-05-22,2022-05-17
NCT100006766,Interventional,Phase 3,Withdrawn,1408,2021-10-22,2022-09-14
NCT100006767,Interventional,Phase 3,Completed,458,2021-12-27,2025-01-31
NCT100006768,Interventional,Phase 3,Completed,5,2023-05-31,2025-11-10
NCT100006769,Interventional,Phase 2,Completed,18,2020-11-12,2023-11-23
NCT100006770,Interventional,Phase 2,Completed,52,2017-02-12,2019-10-09
NCT100006771,Interventional,Phase 2,Completed,236,2011-04-03,2013-08-13
NCT100006772,Interventional,Phase 3,Terminated,64,2015-01-18,2016-04-30
NCT100006773,Interventional,Phase 3,Completed,41,2015-07-04,2017-02-26
NCT100006774,Interventional,Phase 2,Completed,720,2011-01-01,2014-06-30
NCT100006775,Interventional,Phase 4,Completed,115,2022-06-03,2024-08-05
NCT100006776,Interventional,Phase 3,"Active, not recruiting",567,2011-06-13,
NCT100006777,Interventional,Phase 2,Recruiting,133,2024-11-25,
NCT100006778,Interventional,Phase 3,Completed,232,2020-04-01,2023-10-23
NCT100006779,Interventional,Phase 2,Completed,151,2021-06-22,2023-09-28
NCT100006780,Interventional,Phase 3,"Active, not recruiting",24,2019-08-23,
NCT100006781,Interventional,Phase 3,Completed,767,2017-02-04,2019-02-27
NCT100006782,Interventional,Phase 3,"Active, not recruiting",154,2015-11-03,
NCT100006783,Interventional,Phase 1,Recruiting,170,2015-09-06,
NCT100006784,Interventional,Phase 1,Terminated,5,2023-03-25,2023-08-20
NCT100006785,Interventional,Phase 2,"Active, not recruiting",28,2013-03-28,
NCT100006786,Interventional,Phase 1,Unknown status,32,2023-09-15,
NCT100006787,Interventional,Phase 1,Recruiting,24,2018-03-27,
NCT100006788,Interventional,Phase 4,Completed,5,2025-03-17,2025-12-31
NCT100006789,Interventional,Phase 3,Recruiting,206,2018-11-24,
NCT100006790,Interventional,Phase 2,Terminated,38,2017-07-12,2018-09-01
NCT100006791,Interventional,Phase 3,"Active, not recruiting",46,2025-11-14,
NCT100006792,Interventional,Phase 3,Completed,167,2012-11-03,2015-01-11
NCT100006793,Interventional,Phase 1,Completed,8,2011-08-03,2013-09-24
NCT100006794,Interventional,Phase 1,Withdrawn,26,2024-10-14,2026-02-09
NCT100006795,Interventional,Phase 2,Completed,46,2025-04-13,2025-12-31
NCT100006796,Interventional,Phase 3,Completed,126,2023-05-12,2025-11-30
NCT100006797,Interventional,Phase 3,Completed,73,2025-02-12,2026-08-30
NCT100006798,Interventional,Phase 2,Completed,197,2015-01-11,2017-01-02
NCT100006799,Interventional,Phase 1,"Active, not recruiting",16,2016-06-09,
NCT100006800,Interventional,Phase 2,Unknown status,400,2015-09-22,
NCT100006801,Interventional,Phase 3,Completed,14,2011-05-12,2013-05-11
NCT100006802,Interventional,Phase 4,Completed,1009,2016-06-15,2020-08-31
NCT100006803,Interventional,Phase 2,Completed,35,2023-02-24,2025-09-05
NCT100006804,Interventional,Phase 1,"Active, not recruiting",25,2014-02-26,
NCT100006805,Interventional,Phase 2,Terminated,20,2018-10-05,2020-04-30
NCT100006806,Interventional,Phase 3,Completed,278,2011-03-16,2014-11-13
NCT100006807,Interventional,Phase 3,Unknown status,15,2018-11-15,
NCT100006808,Interventional,Phase 1,Recruiting,264,2023-12-10,
NCT100006809,Interventional,Phase 2,Completed,494,2023-06-29,2025-04-16
NCT100006810,Interventional,Phase 3,Recruiting,50,2020-08-05,
NCT100006811,Interventional,Phase 1,Completed,28,2013-08-09,2016-02-11
NCT100006812,Interventional,Phase 3,Completed,14,2014-08-08,2016-05-07
NCT100006813,Interventional,Phase 4,Withdrawn,39,2022-11-23,2024-04-30
NCT100006814,Interventional,Phase 3,"Active, not recruiting",55,2016-11-12,
NCT100006815,Interventional,Phase 1,Completed,9,2018-01-22,2021-09-30
NCT100006816,Interventional,Phase 2,Completed,350,2014-10-18,2016-10-28
NCT100006817,Interventional,Phase 1,Unknown status,273,2019-01-24,
NCT100006818,Interventional,Phase 4,"Active, not recruiting",84,2025-07-07,
NCT100006819,Interventional,Phase 2,Completed,300,2012-10-03,2014-06-28
NCT100006820,Interventional,Phase 1,Completed,7,2023-10-25,2025-06-03
NCT100006821,Interventional,Phase 2,Completed,27,2012-11-26,2015-03-14
NCT100006822,Interventional,Phase 2,Recruiting,7,2011-08-04,
NCT100006823,Interventional,Phase 2,Completed,103,2017-01-07,2018-06-28
NCT100006824,Interventional,Phase 1,Terminated,55,2013-04-24,2014-02-15
NCT100006825,Interventional,Phase 2,Terminated,35,2021-01-29,2022-02-06
NCT100006826,Interventional,Phase 2,Unknown status,118,2023-05-22,
NCT100006827,Interventional,Phase 4,Completed,164,2022-07-12,2025-12-04
NCT100006828,Interventional,Phase 1,Completed,11,2022-02-20,2024-04-28
NCT100006829,Interventional,Phase 1,Withdrawn,15,2012-12-25,2013-12-28
NCT100006830,Interventional,Phase 3,Completed,69,2021-05-09,2024-07-30
NCT100006831,Interventional,Phase 3,Recruiting,54,2023-05-25,
NCT100006832,Interventional,Phase 1,Unknown status,28,2020-06-27,
NCT100006833,Interventional,Phase 3,Completed,90,2018-09-01,2021-09-08
NCT100006834,Interventional,Phase 3,Recruiting,153,2022-10-12,
NCT100006835,Interventional,Phase 2,Unknown status,185,2022-01-03,
NCT100006836,Interventional,Phase 2,Completed,170,2025-06-17,2025-12-31
NCT100006837,Interventional,Phase 3,"Active, not recruiting",373,2012-08-13,
NCT100006838,Interventional,Phase 3,Completed,226,2017-10-22,2020-07-05
NCT100006839,Interventional,Phase 1,Recruiting,15,2024-01-21,
NCT100006840,Interventional,Phase 2,Completed,8,2015-09-29,2017-10-04
NCT100006841,Interventional,Phase 2,Terminated,60,2015-08-22,2016-03-11
NCT100006842,Interventional,Phase 3,Completed,9,2021-03-14,2023-03-20
NCT100006843,Interventional,Phase 2,"Active, not recruiting",67,2017-04-17,
NCT100006844,Interventional,Phase 3,"Active, not recruiting",46,2022-04-25,
NCT100006845,Interventional,Phase 2,Completed,83,2015-02-13,2017-01-14
NCT100006846,Interventional,Phase 3,Completed,72,2016-09-20,2021-05-04
NCT100006847,Interventional,Phase 3,Withdrawn,153,2011-04-05,2013-01-24
NCT100006848,Interventional,Phase 1,Completed,45,2021-11-20,2026-09-23
NCT100006849,Interventional,Phase 1,"Active, not recruiting",42,2023-09-10,
NCT100006850,Interventional,Phase 2,Recruiting,98,2021-09-30,
NCT100006851,Interventional,Phase 3,Completed,205,2022-08-22,2024-11-25
NCT100006852,Interventional,Phase 4,Completed,473,2014-03-25,2015-11-05
NCT100006853,Interventional,Phase 1,"Active, not recruiting",88,2021-02-18,
NCT100006854,Interventional,Phase 4,Unknown status,15,2025-04-12,
NCT100006855,Interventional,Phase 2,"Active, not recruiting",86,2012-11-06,
NCT100006856,Interventional,Phase 1,Completed,5,2017-08-30,2020-01-21
NCT100006857,Interventional,Phase 1,Completed,42,2024-10-22,2026-09-21
NCT100006858,Interventional,Phase 2,Terminated,19,2012-05-05,2013-02-17
NCT100006859,Interventional,Phase 3,Unknown status,63,2015-12-12,
NCT100006860,Interventional,Phase 3,"Active, not recruiting",47,2025-09-20,
NCT100006861,Interventional,Phase 2,Completed,53,2013-01-25,2015-08-21
NCT100006862,Interventional,Phase 3,Unknown status,338,2020-05-09,
NCT100006863,Interventional,Phase 1,Recruiting,59,2021-06-22,
NCT100006864,Interventional,Phase 3,Completed,112,2011-09-09,2013-08-10
NCT100006865,Interventional,Phase 2,Completed,25,2017-11-01,2019-09-18
NCT100006866,Interventional,Phase 3,Completed,278,2015-10-28,2018-09-12
NCT100006867,Interventional,Phase 3,"Active, not recruiting",14,2016-08-25,
NCT100006868,Interventional,Phase 1,Completed,576,2017-12-08,2019-12-26
NCT100006869,Interventional,Phase 2,Recruiting,43,2014-10-01,
NCT100006870,Interventional,Phase 4,Recruiting,30,2025-11-14,
NCT100006871,Interventional,Phase 2,"Active, not recruiting",435,2013-01-28,
NCT100006872,Interventional,Phase 4,Unknown status,183,2012-08-08,
NCT100006873,Interventional,Phase 1,"Active, not recruiting",23,2015-05-09,
NCT100006874,Interventional,Phase 3,"Active, not recruiting",58,2012-06-05,
NCT100006875,Interventional,Phase 3,Completed,79,2025-07-30,2025-12-31
NCT100006876,Interventional,Phase 1,Unknown status,5,2014-01-31,
NCT100006877,Interventional,Phase 2,Recruiting,7,2019-09-13,
NCT100006878,Interventional,Phase 2,Recruiting,139,2024-06-09,
NCT100006879,Interventional,Phase 4,Completed,11,2013-05-05,2015-01-06
NCT100006880,Interventional,Phase 3,Completed,13,2014-07-25,2017-05-15
NCT100006881,Interventional,Phase 2,Completed,32,2016-06-26,2018-10-19
NCT100006882,Interventional,Phase 1,"Active, not recruiting",118,2025-03-04,
NCT100006883,Interventional,Phase 3,Completed,85,2022-02-10,2026-11-04
NCT100006884,Interventional,Phase 1,Completed,34,2024-03-14,2025-11-19
NCT100006885,Interventional,Phase 4,Completed,90,2012-10-15,2016-06-19
NCT100006886,Interventional,Phase 1,Unknown status,1101,2017-07-11,
NCT100006887,Interventional,Phase 3,Completed,118,2019-12-09,2023-08-06
NCT100006888,Interventional,Phase 2,Completed,55,2025-09-11,2025-12-31
NCT100006889,Interventional,Phase 3,Terminated,126,2018-03-24,2019-05-14
NCT100006890,Interventional,Phase 2,Withdrawn,49,2022-05-12,2023-04-23
NCT100006891,Interventional,Phase 2,Completed,83,2011-01-02,2012-06-29
NCT100006892,Interventional,Phase 2,"Active, not recruiting",70,2015-05-22,
NCT100006893,Interventional,Phase 4,Completed,15,2023-01-08,2026-02-01
NCT100006894,Interventional,Phase 1,Completed,9,2021-03-19,2024-10-08
NCT100006895,Interventional,Phase 3,Completed,154,2024-04-10,2025-12-31
NCT100006896,Interventional,Phase 3,Recruiting,156,2025-07-29,
NCT100006897,Interventional,Phase 1,Completed,25,2015-07-29,2018-07-09
NCT100006898,Interventional,Phase 3,Completed,92,2023-04-14,2025-03-02
NCT100006899,Interventional,Phase 1,Completed,53,2011-04-09,2015-12-04
NCT100006900,Interventional,Phase 3,Completed,2056,2013-08-28,2016-06-16
NCT100006901,Interventional,Phase 2,Terminated,31,2021-01-22,2021-06-16
NCT100006902,Interventional,Phase 1,Completed,168,2012-06-22,2014-07-13
NCT100006903,Interventional,Phase 2,Recruiting,391,2014-10-14,
NCT100006904,Interventional,Phase 1,Withdrawn,87,2017-12-15,2018-06-20
NCT100006905,Interventional,Phase 1,Completed,15,2019-12-16,2022-06-11
NCT100006906,Interventional,Phase 1,Completed,90,2020-11-05,2022-08-26
NCT100006907,Interventional,Phase 3,Completed,66,2014-02-04,2015-12-20
NCT100006908,Interventional,Phase 3,Completed,24,2017-07-31,2020-05-15
NCT100006909,Interventional,Phase 1,"Active, not recruiting",74,2015-05-19,
NCT100006910,Interventional,Phase 1,Completed,20,2017-03-30,2018-10-07
NCT100006911,Interventional,Phase 2,Completed,408,2024-12-05,2025-12-31
NCT100006912,Interventional,Phase 4,Completed,13,2023-12-08,2026-06-17
NCT100006913,Interventional,Phase 3,Completed,312,2019-12-29,2021-11-27
NCT100006914,Interventional,Phase 3,Completed,64,2015-02-25,2018-02-26
NCT100006915,Interventional,Phase 2,Completed,180,2011-03-13,2014-11-18
NCT100006916,Interventional,Phase 2,Completed,13,2017-02-06,2020-11-13
NCT100006917,Interventional,Phase 3,Terminated,67,2014-12-28,2016-03-01
NCT100006918,Interventional,Phase 1,Completed,408,2019-10-02,2022-01-10
NCT100006919,Interventional,Phase 2,Completed,84,2025-06-18,2026-10-24
NCT100006920,Interventional,Phase 2,"Active, not recruiting",36,2025-08-31,
NCT100006921,Interventional,Phase 1,Completed,108,2014-12-14,2017-11-07
NCT100006922,Interventional,Phase 1,Withdrawn,78,2020-04-29,2020-11-05
NCT100006923,Interventional,Phase 2,"Active, not recruiting",10,2017-02-18,
NCT100006924,Interventional,Phase 2,Terminated,261,2019-10-10,2021-11-06
NCT100006925,Interventional,Phase 4,Completed,137,2017-06-23,2019-09-06
NCT100006926,Interventional,Phase 4,Completed,26,2021-07-24,2023-09-01
NCT100006927,Interventional,Phase 1,Completed,22,2012-05-08,2014-12-02
NCT100006928,Interventional,Phase 1,Completed,280,2021-02-04,2023-07-21
NCT100006929,Interventional,Phase 3,Completed,138,2014-02-14,2016-08-22
NCT100006930,Interventional,Phase 2,Withdrawn,36,2020-11-20,2021-05-03
NCT100006931,Interventional,Phase 3,Completed,5,2024-11-20,2025-12-31
NCT100006932,Interventional,Phase 2,Terminated,82,2019-04-18,2020-02-11
NCT100006933,Interventional,Phase 3,Completed,32,2019-06-26,2022-04-01
NCT100006934,Interventional,Phase 1,Terminated,53,2015-10-11,2016-10-27
NCT100006935,Interventional,Phase 2,Completed,52,2012-10-21,2014-04-07
NCT100006936,Interventional,Phase 3,Withdrawn,20,2023-09-25,2024-11-17
NCT100006937,Interventional,Phase 3,Completed,26,2020-04-05,2023-01-12
NCT100006938,Interventional,Phase 3,Completed,107,2013-07-25,2015-11-12
NCT100006939,Interventional,Phase 4,Completed,58,2019-01-07,2021-09-25
NCT100006940,Interventional,Phase 1,Recruiting,154,2025-05-15,
NCT100006941,Interventional,Phase 3,Recruiting,35,2019-12-20,
NCT100006942,Interventional,Phase 4,Completed,42,2014-12-11,2016-08-25
NCT100006943,Interventional,Phase 2,Unknown status,137,2022-12-22,
NCT100006944,Interventional,Phase 4,Recruiting,37,2017-01-27,
NCT100006945,Interventional,Phase 4,"Active, not recruiting",31,2025-03-16,
NCT100006946,Interventional,Phase 1,Completed,20,2012-01-01,2015-05-05
NCT100006947,Interventional,Phase 4,Completed,125,2018-02-17,2020-09-03
NCT100006948,Interventional,Phase 3,Completed,291,2015-12-25,2018-10-21
NCT100006949,Interventional,Phase 2,Recruiting,18,2025-09-03,
NCT100006950,Interventional,Phase 1,Unknown status,29,2024-09-18,
NCT100006951,Interventional,Phase 3,Completed,7,2020-12-12,2023-02-17
NCT100006952,Interventional,Phase 2,Terminated,75,2014-12-26,2016-01-20
NCT100006953,Interventional,Phase 1,Withdrawn,44,2019-10-01,2021-12-12
NCT100006954,Interventional,Phase 1,Completed,76,2016-12-31,2018-11-10
NCT100006955,Interventional,Phase 3,"Active, not recruiting",20,2013-09-17,
NCT100006956,Interventional,Phase 3,Terminated,56,2016-04-21,2017-11-17
NCT100006957,Interventional,Phase 1,"Active, not recruiting",123,2013-03-11,
NCT100006958,Interventional,Phase 3,Unknown status,56,2013-12-12,
NCT100006959,Interventional,Phase 3,Completed,128,2021-08-01,2024-12-05
NCT100006960,Interventional,Phase 1,Recruiting,22,2019-12-15,
NCT100006961,Interventional,Phase 2,Completed,829,2018-09-27,2021-03-27
NCT100006962,Interventional,Phase 2,Completed,81,2023-03-29,2026-02-01
NCT100006963,Interventional,Phase 1,Completed,38,2016-03-22,2019-05-19
NCT100006964,Interventional,Phase 1,Recruiting,94,2013-05-11,
NCT100006965,Interventional,Phase 2,Terminated,87,2021-08-25,2023-02-07
NCT100006966,Interventional,Phase 1,Terminated,168,2016-02-28,2017-05-19
NCT100006967,Interventional,Phase 1,Terminated,8,2012-03-13,2013-01-07
NCT100006968,Interventional,Phase 3,"Active, not recruiting",317,2011-03-18,
NCT100006969,Interventional,Phase 3,Completed,47,2018-09-23,2020-05-02
NCT100006970,Interventional,Phase 4,Completed,215,2019-02-12,2020-08-27
NCT100006971,Interventional,Phase 2,Unknown status,51,2016-01-16,
NCT100006972,Interventional,Phase 1,Unknown status,145,2024-09-10,
NCT100006973,Interventional,Phase 2,Completed,196,2020-06-21,2024-07-23
NCT100006974,Interventional,Phase 3,Completed,97,2013-07-14,2017-12-31
NCT100006975,Interventional,Phase 2,Terminated,7,2019-03-11,2020-04-03
NCT100006976,Interventional,Phase 3,Recruiting,87,2019-12-29,
NCT100006977,Interventional,Phase 4,Completed,43,2022-06-05,2024-11-26
NCT100006978,Interventional,Phase 2,Completed,72,2012-08-21,2015-03-09
NCT100006979,Interventional,Phase 1,Completed,89,2015-04-03,2016-04-19
NCT100006980,Interventional,Phase 1,Terminated,53,2017-07-06,2018-06-27
NCT100006981,Interventional,Phase 3,Completed,17,2017-12-27,2019-09-23
NCT100006982,Interventional,Phase 1,Completed,12,2016-12-09,2019-01-06
NCT100006983,Interventional,Phase 2,Completed,28,2021-09-13,2023-07-14
NCT100006984,Interventional,Phase 2,Unknown status,61,2019-10-04,
NCT100006985,Interventional,Phase 1,Terminated,904,2022-06-09,2022-12-08
NCT100006986,Interventional,Phase 2,Recruiting,280,2024-01-01,
NCT100006987,Interventional,Phase 1,Completed,720,2023-04-04,2025-08-04
NCT100006988,Interventional,Phase 2,Unknown status,46,2012-12-27,
NCT100006989,Interventional,Phase 2,Completed,182,2023-01-27,2024-06-14
NCT100006990,Interventional,Phase 2,Completed,61,2021-09-20,2023-12-01
NCT100006991,Interventional,Phase 1,Terminated,95,2018-01-10,2019-06-01
NCT100006992,Interventional,Phase 1,Terminated,101,2025-08-20,2026-03-06
NCT100006993,Interventional,Phase 2,Completed,24,2011-12-21,2013-05-17
NCT100006994,Interventional,Phase 3,Unknown status,22,2024-11-14,
NCT100006995,Interventional,Phase 3,Completed,217,2022-05-19,2024-11-22
NCT100006996,Interventional,Phase 1,Completed,199,2025-10-29,2025-12-31
NCT100006997,Interventional,Phase 3,Completed,241,2014-05-28,2017-02-06
NCT100006998,Interventional,Phase 1,Recruiting,600,2014-12-17,
NCT100006999,Interventional,Phase 2,Completed,28,2012-08-27,2014-12-02
NCT100007000,Interventional,Phase 1,Completed,12,2016-06-12,2018-08-26
NCT100007001,Interventional,Phase 2,Completed,88,2023-08-15,2026-10-31
NCT100007002,Interventional,Phase 4,Completed,111,2020-07-27,2023-04-03
NCT100007003,Interventional,Phase 3,Completed,33,2021-05-22,2023-05-07
NCT100007004,Interventional,Phase 3,Withdrawn,25,2019-10-13,2020-09-16
NCT100007005,Interventional,Phase 1,Completed,239,2019-06-02,2022-10-14
NCT100007006,Interventional,Phase 2,Terminated,260,2011-05-22,2012-02-02
NCT100007007,Interventional,Phase 1,Terminated,336,2016-11-08,2017-07-11
NCT100007008,Interventional,Phase 4,Completed,17,2017-03-03,2018-11-29
NCT100007009,Interventional,Phase 1,Terminated,10,2013-12-16,2014-08-18
NCT100007010,Interventional,Phase 3,Terminated,380,2019-11-22,2020-07-22
NCT100007011,Interventional,Phase 1,Completed,567,2020-07-12,2022-03-14
NCT100007012,Interventional,Phase 3,Completed,262,2020-01-26,2021-10-16
NCT100007013,Interventional,Phase 2,Completed,52,2024-04-05,2026-09-29
NCT100007014,Interventional,Phase 1,Completed,22,2014-11-09,2018-03-09
NCT100007015,Interventional,Phase 2,Recruiting,14,2022-09-24,
NCT100007016,Interventional,Phase 3,Completed,58,2023-03-15,2025-12-31
NCT100007017,Interventional,Phase 2,Completed,31,2021-07-18,2022-12-16
NCT100007018,Interventional,Phase 1,Unknown status,74,2024-12-03,
NCT100007019,Interventional,Phase 1,Completed,132,2016-05-02,2019-03-13
NCT100007020,Interventional,Phase 2,Completed,113,2022-08-04,2024-05-17
NCT100007021,Interventional,Phase 4,Completed,107,2015-07-09,2017-09-29
NCT100007022,Interventional,Phase 1,Recruiting,60,2015-03-29,
NCT100007023,Interventional,Phase 3,Completed,25,2025-08-07,2025-12-31
NCT100007024,Interventional,Phase 3,Withdrawn,393,2020-09-16,2021-06-29
NCT100007025,Interventional,Phase 4,"Active, not recruiting",78,2014-11-10,
NCT100007026,Interventional,Phase 2,"Active, not recruiting",848,2025-02-21,
NCT100007027,Interventional,Phase 2,Completed,19,2018-08-23,2023-08-01
NCT100007028,Interventional,Phase 3,Completed,622,2016-03-05,2019-03-06
NCT100007029,Interventional,Phase 4,Completed,136,2018-08-03,2020-11-24
NCT100007030,Interventional,Phase 2,"Active, not recruiting",33,2018-08-21,
NCT100007031,Interventional,Phase 2,Completed,160,2011-06-18,2014-05-28
NCT100007032,Interventional,Phase 2,Completed,302,2016-05-26,2018-07-04
NCT100007033,Interventional,Phase 3,Terminated,16,2025-09-05,2025-12-31
NCT100007034,Interventional,Phase 2,Recruiting,90,2015-10-06,
NCT100007035,Interventional,Phase 3,Recruiting,20,2014-11-23,
NCT100007036,Interventional,Phase 1,Terminated,10,2017-11-15,2018-04-09
NCT100007037,Interventional,Phase 2,Completed,41,2012-02-02,2015-03-19
NCT100007038,Interventional,Phase 2,"Active, not recruiting",289,2011-04-03,
NCT100007039,Interventional,Phase 3,Terminated,163,2014-11-27,2015-07-18
NCT100007040,Interventional,Phase 3,Completed,126,2019-05-21,2021-10-13
NCT100007041,Interventional,Phase 2,Completed,149,2019-12-29,2021-06-04
NCT100007042,Interventional,Phase 3,Unknown status,68,2012-01-24,
NCT100007043,Interventional,Phase 2,Completed,12,2021-04-29,2022-06-27
NCT100007044,Interventional,Phase 3,"Active, not recruiting",36,2019-11-14,
NCT100007045,Interventional,Phase 1,Completed,39,2019-03-13,2020-08-17
NCT100007046,Interventional,Phase 3,Completed,111,2015-12-30,2017-11-12
NCT100007047,Interventional,Phase 2,Completed,53,2014-06-19,2018-04-17
NCT100007048,Interventional,Phase 1,Recruiting,43,2015-07-04,
NCT100007049,Interventional,Phase 2,Completed,38,2024-04-30,2026-08-09
NCT100007050,Interventional,Phase 1,Completed,33,2015-09-13,2017-06-17
NCT100007051,Interventional,Phase 4,Recruiting,59,2022-06-03,
NCT100007052,Interventional,Phase 2,Completed,1960,2014-03-06,2016-01-20
NCT100007053,Interventional,Phase 2,Terminated,66,2016-02-18,2016-09-14
NCT100007054,Interventional,Phase 1,Unknown status,81,2012-02-27,
NCT100007055,Interventional,Phase 1,Completed,142,2012-05-05,2014-05-25
NCT100007056,Interventional,Phase 4,Recruiting,359,2013-09-28,
NCT100007057,Interventional,Phase 2,Completed,43,2014-06-05,2018-06-01
NCT100007058,Interventional,Phase 1,Completed,71,2014-02-03,2018-02-17
NCT100007059,Interventional,Phase 4,Completed,73,2024-04-27,2026-08-24
NCT100007060,Interventional,Phase 1,Completed,128,2023-05-27,2025-02-18
NCT100007061,Interventional,Phase 4,Completed,95,2014-11-05,2017-03-09
NCT100007062,Interventional,Phase 2,Completed,1016,2023-06-23,2025-06-06
NCT100007063,Interventional,Phase 3,Completed,27,2015-09-28,2020-06-23
NCT100007064,Interventional,Phase 2,Terminated,23,2016-02-18,2016-07-14
NCT100007065,Interventional,Phase 3,Completed,93,2015-07-22,2017-01-08
NCT100007066,Interventional,Phase 4,Completed,77,2020-01-30,2022-03-11
NCT100007067,Interventional,Phase 1,Terminated,240,2011-12-04,2012-08-05
NCT100007068,Interventional,Phase 2,Completed,197,2025-04-17,2025-12-31
NCT100007069,Interventional,Phase 3,"Active, not recruiting",86,2016-11-14,
NCT100007070,Interventional,Phase 3,Completed,934,2019-05-26,2021-09-23
NCT100007071,Interventional,Phase 3,Completed,140,2013-08-11,2015-01-21
NCT100007072,Interventional,Phase 3,Completed,28,2025-10-08,2025-12-31
NCT100007073,Interventional,Phase 2,Completed,6,2012-01-04,2013-06-17
NCT100007074,Interventional,Phase 2,Completed,101,2024-12-06,2026-12-24
NCT100007075,Interventional,Phase 2,Completed,42,2016-02-24,2018-07-26
NCT100007076,Interventional,Phase 4,Completed,5,2024-04-22,2026-09-14
NCT100007077,Interventional,Phase 4,Completed,206,2024-10-11,2025-12-31
NCT100007078,Interventional,Phase 2,Terminated,229,2025-04-19,2026-04-23
NCT100007079,Interventional,Phase 2,Terminated,23,2014-07-22,2015-06-10
NCT100007080,Interventional,Phase 4,Unknown status,42,2015-12-07,
NCT100007081,Interventional,Phase 3,Unknown status,84,2011-08-08,
NCT100007082,Interventional,Phase 2,Recruiting,94,2019-05-06,
NCT100007083,Interventional,Phase 1,Recruiting,133,2020-07-26,
NCT100007084,Interventional,Phase 3,Completed,245,2021-10-18,2023-08-21
NCT100007085,Interventional,Phase 1,Withdrawn,15,2019-06-04,2020-01-01
NCT100007086,Interventional,Phase 1,Recruiting,105,2021-08-09,
NCT100007087,Interventional,Phase 1,Completed,88,2017-03-14,2019-01-24
NCT100007088,Interventional,Phase 2,Withdrawn,15,2017-08-22,2018-11-22
NCT100007089,Interventional,Phase 3,Recruiting,94,2014-10-25,
NCT100007090,Interventional,Phase 1,Completed,101,2011-10-29,2015-03-16
NCT100007091,Interventional,Phase 2,Completed,30,2020-07-21,2023-05-04
NCT100007092,Interventional,Phase 2,Completed,171,2014-06-28,2018-06-17
NCT100007093,Interventional,Phase 1,Completed,124,2017-08-18,2020-08-14
NCT100007094,Interventional,Phase 4,Completed,11,2023-10-24,2026-05-07
NCT100007095,Interventional,Phase 3,Completed,65,2023-08-20,2025-11-22
NCT100007096,Interventional,Phase 2,Unknown status,92,2016-07-24,
NCT100007097,Interventional,Phase 1,Terminated,162,2019-11-13,2020-04-17
NCT100007098,Interventional,Phase 1,Completed,47,2014-07-25,2017-08-31
NCT100007099,Interventional,Phase 1,Recruiting,277,2021-09-11,
