nct_id,study_type,phase,overall_status,enrollment,start_date,completion_date,sponsor_type,sponsor_name,primary_condition,duration_days
NCT100006887,Interventional,Phase 3,Completed,118,2019-12-09,2023-08-06,NIH,NIH Sponsor #75,Ulcerative Colitis,1336
NCT100006888,Interventional,Phase 2,Completed,55,2025-09-11,2025-12-31,Industry,Industry Sponsor #359,Major Depressive Disorder,111
NCT100006889,Interventional,Phase 3,Terminated,126,2018-03-24,2019-05-14,Industry,Industry Sponsor #325,Chronic Kidney Disease,416
NCT100006890,Interventional,Phase 2,Withdrawn,49,2022-05-12,2023-04-23,Other,Other Sponsor #213,Multiple Sclerosis,346
NCT100006891,Interventional,Phase 2,Completed,83,2011-01-02,2012-06-29,Industry,Industry Sponsor #87,Migraine,544
NCT100006892,Interventional,Phase 2,"Active, not recruiting",70,2015-05-22,,Other,Other Sponsor #347,Migraine,
NCT100006893,Interventional,Phase 4,Completed,15,2023-01-08,2026-02-01,Other,Other Sponsor #47,Breast Cancer,1120
NCT100006894,Interventional,Phase 1,Completed,9,2021-03-19,2024-10-08,NIH,NIH Sponsor #105,Breast Cancer,1299
NCT100006895,Interventional,Phase 3,Completed,154,2024-04-10,2025-12-31,Industry,Industry Sponsor #333,Migraine,630
NCT100006896,Interventional,Phase 3,Recruiting,156,2025-07-29,,Industry,Industry Sponsor #140,Parkinson's Disease,
NCT100006897,Interventional,Phase 1,Completed,25,2015-07-29,2018-07-09,Industry,Industry Sponsor #221,Parkinson's Disease,1076
NCT100006898,Interventional,Phase 3,Completed,92,2023-04-14,2025-03-02,Industry,Industry Sponsor #115,Hypertension,688
NCT100006899,Interventional,Phase 1,Completed,53,2011-04-09,2015-12-04,Other,Other Sponsor #156,Coronary Artery Disease,1700
NCT100006900,Interventional,Phase 3,Completed,2056,2013-08-28,2016-06-16,Industry,Industry Sponsor #241,Parkinson's Disease,1023
NCT100006901,Interventional,Phase 2,Terminated,31,2021-01-22,2021-06-16,Other,Other Sponsor #134,Migraine,145
NCT100006902,Interventional,Phase 1,Completed,168,2012-06-22,2014-07-13,Other,Other Sponsor #270,Parkinson's Disease,751
NCT100006903,Interventional,Phase 2,Recruiting,391,2014-10-14,,NIH,NIH Sponsor #355,Major Depressive Disorder,
NCT100006904,Interventional,Phase 1,Withdrawn,87,2017-12-15,2018-06-20,Industry,Industry Sponsor #226,Breast Cancer,187
NCT100006905,Interventional,Phase 1,Completed,15,2019-12-16,2022-06-11,Industry,Industry Sponsor #69,Ulcerative Colitis,908
NCT100006906,Interventional,Phase 1,Completed,90,2020-11-05,2022-08-26,Other,Other Sponsor #91,Rheumatoid Arthritis,659
NCT100006907,Interventional,Phase 3,Completed,66,2014-02-04,2015-12-20,Industry,Industry Sponsor #41,Schizophrenia,684
NCT100006908,Interventional,Phase 3,Completed,24,2017-07-31,2020-05-15,Industry,Industry Sponsor #134,Psoriasis,1019
NCT100006909,Interventional,Phase 1,"Active, not recruiting",74,2015-05-19,,Industry,Industry Sponsor #46,Osteoarthritis,
NCT100006910,Interventional,Phase 1,Completed,20,2017-03-30,2018-10-07,NIH,NIH Sponsor #22,Hypertension,556
NCT100006911,Interventional,Phase 2,Completed,408,2024-12-05,2025-12-31,Other,Other Sponsor #166,Chronic Kidney Disease,391
NCT100006912,Interventional,Phase 4,Completed,13,2023-12-08,2026-06-17,Industry,Industry Sponsor #334,Chronic Obstructive Pulmonary Disease,922
NCT100006913,Interventional,Phase 3,Completed,312,2019-12-29,2021-11-27,Other,Other Sponsor #290,Migraine,699
NCT100006914,Interventional,Phase 3,Completed,64,2015-02-25,2018-02-26,Industry,Industry Sponsor #387,Schizophrenia,1097
NCT100006915,Interventional,Phase 2,Completed,180,2011-03-13,2014-11-18,Other,Other Sponsor #207,HIV Infections,1346
NCT100006916,Interventional,Phase 2,Completed,13,2017-02-06,2020-11-13,Other,Other Sponsor #324,Psoriasis,1376
NCT100006917,Interventional,Phase 3,Terminated,67,2014-12-28,2016-03-01,NIH,NIH Sponsor #223,Chronic Obstructive Pulmonary Disease,429
NCT100006918,Interventional,Phase 1,Completed,408,2019-10-02,2022-01-10,Other,Other Sponsor #58,Asthma,831
NCT100006919,Interventional,Phase 2,Completed,84,2025-06-18,2026-10-24,Industry,Industry Sponsor #296,Major Depressive Disorder,493
NCT100006920,Interventional,Phase 2,"Active, not recruiting",36,2025-08-31,,Industry,Industry Sponsor #341,Multiple Sclerosis,
NCT100006921,Interventional,Phase 1,Completed,108,2014-12-14,2017-11-07,Industry,Industry Sponsor #303,Chronic Obstructive Pulmonary Disease,1059
NCT100006922,Interventional,Phase 1,Withdrawn,78,2020-04-29,2020-11-05,Other,Other Sponsor #77,Breast Cancer,190
NCT100006923,Interventional,Phase 2,"Active, not recruiting",10,2017-02-18,,Industry,Industry Sponsor #174,Obesity,
NCT100006924,Interventional,Phase 2,Terminated,261,2019-10-10,2021-11-06,Industry,Industry Sponsor #114,Alzheimer's Disease,758
NCT100006925,Interventional,Phase 4,Completed,137,2017-06-23,2019-09-06,Industry,Industry Sponsor #114,Osteoarthritis,805
NCT100006926,Interventional,Phase 4,Completed,26,2021-07-24,2023-09-01,Industry,Industry Sponsor #283,Chronic Kidney Disease,769
NCT100006927,Interventional,Phase 1,Completed,22,2012-05-08,2014-12-02,Industry,Industry Sponsor #48,Obesity,938
NCT100006928,Interventional,Phase 1,Completed,280,2021-02-04,2023-07-21,Industry,Industry Sponsor #3,Breast Cancer,897
NCT100006929,Interventional,Phase 3,Completed,138,2014-02-14,2016-08-22,Other,Other Sponsor #185,Coronary Artery Disease,920
NCT100006930,Interventional,Phase 2,Withdrawn,36,2020-11-20,2021-05-03,Other,Other Sponsor #31,Major Depressive Disorder,164
NCT100006931,Interventional,Phase 3,Completed,5,2024-11-20,2025-12-31,Other,Other Sponsor #110,Major Depressive Disorder,406
NCT100006932,Interventional,Phase 2,Terminated,82,2019-04-18,2020-02-11,Industry,Industry Sponsor #281,Breast Cancer,299
NCT100006933,Interventional,Phase 3,Completed,32,2019-06-26,2022-04-01,Industry,Industry Sponsor #179,Multiple Sclerosis,1010
NCT100006934,Interventional,Phase 1,Terminated,53,2015-10-11,2016-10-27,Other,Other Sponsor #83,HIV Infections,382
NCT100006935,Interventional,Phase 2,Completed,52,2012-10-21,2014-04-07,Industry,Industry Sponsor #206,Chronic Kidney Disease,533
NCT100006936,Interventional,Phase 3,Withdrawn,20,2023-09-25,2024-11-17,Other,Other Sponsor #264,Coronary Artery Disease,419
NCT100006937,Interventional,Phase 3,Completed,26,2020-04-05,2023-01-12,Other,Other Sponsor #276,Migraine,1012
NCT100006938,Interventional,Phase 3,Completed,107,2013-07-25,2015-11-12,Industry,Industry Sponsor #2,Migraine,840
NCT100006939,Interventional,Phase 4,Completed,58,2019-01-07,2021-09-25,Industry,Industry Sponsor #117,Multiple Sclerosis,992
NCT100006940,Interventional,Phase 1,Recruiting,154,2025-05-15,,Industry,Industry Sponsor #46,Rheumatoid Arthritis,
NCT100006941,Interventional,Phase 3,Recruiting,35,2019-12-20,,Other,Other Sponsor #59,Osteoarthritis,
NCT100006942,Interventional,Phase 4,Completed,42,2014-12-11,2016-08-25,Industry,Industry Sponsor #152,Psoriasis,623
NCT100006943,Interventional,Phase 2,Unknown status,137,2022-12-22,,Other,Other Sponsor #26,Schizophrenia,
NCT100006944,Interventional,Phase 4,Recruiting,37,2017-01-27,,Other,Other Sponsor #180,Chronic Obstructive Pulmonary Disease,
NCT100006945,Interventional,Phase 4,"Active, not recruiting",31,2025-03-16,,Industry,Industry Sponsor #70,Rheumatoid Arthritis,
NCT100006946,Interventional,Phase 1,Completed,20,2012-01-01,2015-05-05,Industry,Industry Sponsor #313,Ulcerative Colitis,1220
NCT100006947,Interventional,Phase 4,Completed,125,2018-02-17,2020-09-03,Industry,Industry Sponsor #268,Obesity,929
NCT100006948,Interventional,Phase 3,Completed,291,2015-12-25,2018-10-21,Industry,Industry Sponsor #102,HIV Infections,1031
NCT100006949,Interventional,Phase 2,Recruiting,18,2025-09-03,,Industry,Industry Sponsor #7,Psoriasis,
NCT100006950,Interventional,Phase 1,Unknown status,29,2024-09-18,,Industry,Industry Sponsor #339,Chronic Obstructive Pulmonary Disease,
NCT100006951,Interventional,Phase 3,Completed,7,2020-12-12,2023-02-17,Industry,Industry Sponsor #96,Osteoarthritis,797
NCT100006952,Interventional,Phase 2,Terminated,75,2014-12-26,2016-01-20,Other,Other Sponsor #137,Major Depressive Disorder,390
NCT100006953,Interventional,Phase 1,Withdrawn,44,2019-10-01,2021-12-12,Other,Other Sponsor #180,Non-Small Cell Lung Cancer,803
NCT100006954,Interventional,Phase 1,Completed,76,2016-12-31,2018-11-10,Industry,Industry Sponsor #105,Schizophrenia,679
NCT100006955,Interventional,Phase 3,"Active, not recruiting",20,2013-09-17,,NIH,NIH Sponsor #14,Migraine,
NCT100006956,Interventional,Phase 3,Terminated,56,2016-04-21,2017-11-17,Industry,Industry Sponsor #182,Major Depressive Disorder,575
NCT100006957,Interventional,Phase 1,"Active, not recruiting",123,2013-03-11,,Industry,Industry Sponsor #196,Non-Small Cell Lung Cancer,
NCT100006958,Interventional,Phase 3,Unknown status,56,2013-12-12,,Other,Other Sponsor #193,Migraine,
NCT100006959,Interventional,Phase 3,Completed,128,2021-08-01,2024-12-05,Industry,Industry Sponsor #25,Psoriasis,1222
NCT100006960,Interventional,Phase 1,Recruiting,22,2019-12-15,,Other,Other Sponsor #157,Osteoarthritis,
NCT100006961,Interventional,Phase 2,Completed,829,2018-09-27,2021-03-27,Industry,Industry Sponsor #8,Osteoarthritis,912
NCT100006962,Interventional,Phase 2,Completed,81,2023-03-29,2026-02-01,Industry,Industry Sponsor #177,Major Depressive Disorder,1040
NCT100006963,Interventional,Phase 1,Completed,38,2016-03-22,2019-05-19,Other,Other Sponsor #350,Breast Cancer,1153
NCT100006964,Interventional,Phase 1,Recruiting,94,2013-05-11,,Other,Other Sponsor #372,Obesity,
NCT100006965,Interventional,Phase 2,Terminated,87,2021-08-25,2023-02-07,NIH,NIH Sponsor #63,Osteoarthritis,531
NCT100006966,Interventional,Phase 1,Terminated,168,2016-02-28,2017-05-19,Industry,Industry Sponsor #106,Type 2 Diabetes Mellitus,446
NCT100006967,Interventional,Phase 1,Terminated,8,2012-03-13,2013-01-07,Other,Other Sponsor #8,Migraine,300
NCT100006968,Interventional,Phase 3,"Active, not recruiting",317,2011-03-18,,Industry,Industry Sponsor #149,Obesity,
NCT100006969,Interventional,Phase 3,Completed,47,2018-09-23,2020-05-02,Industry,Industry Sponsor #73,Hypertension,587
NCT100006970,Interventional,Phase 4,Completed,215,2019-02-12,2020-08-27,Industry,Industry Sponsor #7,Major Depressive Disorder,562
NCT100006971,Interventional,Phase 2,Unknown status,51,2016-01-16,,NIH,NIH Sponsor #151,Coronary Artery Disease,
NCT100006972,Interventional,Phase 1,Unknown status,145,2024-09-10,,Industry,Industry Sponsor #60,Alzheimer's Disease,
NCT100006973,Interventional,Phase 2,Completed,196,2020-06-21,2024-07-23,Industry,Industry Sponsor #330,Major Depressive Disorder,1493
NCT100006974,Interventional,Phase 3,Completed,97,2013-07-14,2017-12-31,Other,Other Sponsor #191,Obesity,1631
NCT100006975,Interventional,Phase 2,Terminated,7,2019-03-11,2020-04-03,NIH,NIH Sponsor #84,Asthma,389
NCT100006976,Interventional,Phase 3,Recruiting,87,2019-12-29,,Industry,Industry Sponsor #112,Non-Small Cell Lung Cancer,
NCT100006977,Interventional,Phase 4,Completed,43,2022-06-05,2024-11-26,Industry,Industry Sponsor #347,Schizophrenia,905
NCT100006978,Interventional,Phase 2,Completed,72,2012-08-21,2015-03-09,Other,Other Sponsor #208,Major Depressive Disorder,930
NCT100006979,Interventional,Phase 1,Completed,89,2015-04-03,2016-04-19,Industry,Industry Sponsor #230,Alzheimer's Disease,382
NCT100006980,Interventional,Phase 1,Terminated,53,2017-07-06,2018-06-27,NIH,NIH Sponsor #197,Migraine,356
NCT100006981,Interventional,Phase 3,Completed,17,2017-12-27,2019-09-23,Other,Other Sponsor #182,Hypertension,635
NCT100006982,Interventional,Phase 1,Completed,12,2016-12-09,2019-01-06,Other,Other Sponsor #138,Alzheimer's Disease,758
NCT100006983,Interventional,Phase 2,Completed,28,2021-09-13,2023-07-14,Industry,Industry Sponsor #339,Alzheimer's Disease,669
NCT100006984,Interventional,Phase 2,Unknown status,61,2019-10-04,,Industry,Industry Sponsor #270,Chronic Obstructive Pulmonary Disease,
NCT100006985,Interventional,Phase 1,Terminated,904,2022-06-09,2022-12-08,Other,Other Sponsor #62,Migraine,182
NCT100006986,Interventional,Phase 2,Recruiting,280,2024-01-01,,Industry,Industry Sponsor #147,Asthma,
NCT100006987,Interventional,Phase 1,Completed,720,2023-04-04,2025-08-04,Industry,Industry Sponsor #247,Alzheimer's Disease,853
NCT100006988,Interventional,Phase 2,Unknown status,46,2012-12-27,,Industry,Industry Sponsor #179,Obesity,
NCT100006989,Interventional,Phase 2,Completed,182,2023-01-27,2024-06-14,Other,Other Sponsor #334,Chronic Kidney Disease,504
NCT100006990,Interventional,Phase 2,Completed,61,2021-09-20,2023-12-01,Industry,Industry Sponsor #207,Breast Cancer,802
NCT100006991,Interventional,Phase 1,Terminated,95,2018-01-10,2019-06-01,Other,Other Sponsor #310,Migraine,507
NCT100006992,Interventional,Phase 1,Terminated,101,2025-08-20,2026-03-06,Industry,Industry Sponsor #188,Major Depressive Disorder,198
NCT100006993,Interventional,Phase 2,Completed,24,2011-12-21,2013-05-17,Other,Other Sponsor #272,Non-Small Cell Lung Cancer,513
NCT100006994,Interventional,Phase 3,Unknown status,22,2024-11-14,,Industry,Industry Sponsor #67,Chronic Kidney Disease,
NCT100006995,Interventional,Phase 3,Completed,217,2022-05-19,2024-11-22,Industry,Industry Sponsor #88,HIV Infections,918
NCT100006996,Interventional,Phase 1,Completed,199,2025-10-29,2025-12-31,Other,Other Sponsor #280,Obesity,63
NCT100006997,Interventional,Phase 3,Completed,241,2014-05-28,2017-02-06,Industry,Industry Sponsor #354,Hypertension,985
NCT100006998,Interventional,Phase 1,Recruiting,600,2014-12-17,,Other,Other Sponsor #302,Ulcerative Colitis,
NCT100006999,Interventional,Phase 2,Completed,28,2012-08-27,2014-12-02,Industry,Industry Sponsor #398,Ulcerative Colitis,827
NCT100007000,Interventional,Phase 1,Completed,12,2016-06-12,2018-08-26,Industry,Industry Sponsor #147,Non-Small Cell Lung Cancer,805
NCT100007001,Interventional,Phase 2,Completed,88,2023-08-15,2026-10-31,Other,Other Sponsor #354,Migraine,1173
NCT100007002,Interventional,Phase 4,Completed,111,2020-07-27,2023-04-03,Other,Other Sponsor #68,Asthma,980
NCT100007003,Interventional,Phase 3,Completed,33,2021-05-22,2023-05-07,Other,Other Sponsor #39,Chronic Obstructive Pulmonary Disease,715
NCT100007004,Interventional,Phase 3,Withdrawn,25,2019-10-13,2020-09-16,Industry,Industry Sponsor #274,Asthma,339
NCT100007005,Interventional,Phase 1,Completed,239,2019-06-02,2022-10-14,Industry,Industry Sponsor #27,Alzheimer's Disease,1230
NCT100007006,Interventional,Phase 2,Terminated,260,2011-05-22,2012-02-02,Other,Other Sponsor #267,Breast Cancer,256
NCT100007007,Interventional,Phase 1,Terminated,336,2016-11-08,2017-07-11,Industry,Industry Sponsor #8,Obesity,245
NCT100007008,Interventional,Phase 4,Completed,17,2017-03-03,2018-11-29,Other,Other Sponsor #37,Breast Cancer,636
NCT100007009,Interventional,Phase 1,Terminated,10,2013-12-16,2014-08-18,Industry,Industry Sponsor #39,Ulcerative Colitis,245
NCT100007010,Interventional,Phase 3,Terminated,380,2019-11-22,2020-07-22,Industry,Industry Sponsor #309,Multiple Sclerosis,243
NCT100007011,Interventional,Phase 1,Completed,567,2020-07-12,2022-03-14,Other,Other Sponsor #285,Asthma,610
NCT100007012,Interventional,Phase 3,Completed,262,2020-01-26,2021-10-16,Industry,Industry Sponsor #293,Osteoarthritis,629
NCT100007013,Interventional,Phase 2,Completed,52,2024-04-05,2026-09-29,Other,Other Sponsor #265,Alzheimer's Disease,907
NCT100007014,Interventional,Phase 1,Completed,22,2014-11-09,2018-03-09,Industry,Industry Sponsor #262,Hypertension,1216
NCT100007015,Interventional,Phase 2,Recruiting,14,2022-09-24,,Other,Other Sponsor #400,Alzheimer's Disease,
NCT100007016,Interventional,Phase 3,Completed,58,2023-03-15,2025-12-31,Industry,Industry Sponsor #34,Non-Small Cell Lung Cancer,1022
NCT100007017,Interventional,Phase 2,Completed,31,2021-07-18,2022-12-16,Other,Other Sponsor #40,Migraine,516
NCT100007018,Interventional,Phase 1,Unknown status,74,2024-12-03,,Industry,Industry Sponsor #82,Migraine,
NCT100007019,Interventional,Phase 1,Completed,132,2016-05-02,2019-03-13,Industry,Industry Sponsor #229,Multiple Sclerosis,1045
NCT100007020,Interventional,Phase 2,Completed,113,2022-08-04,2024-05-17,Industry,Industry Sponsor #332,Obesity,652
NCT100007021,Interventional,Phase 4,Completed,107,2015-07-09,2017-09-29,Other,Other Sponsor #232,Obesity,813
NCT100007022,Interventional,Phase 1,Recruiting,60,2015-03-29,,Industry,Industry Sponsor #313,Multiple Sclerosis,
NCT100007023,Interventional,Phase 3,Completed,25,2025-08-07,2025-12-31,Industry,Industry Sponsor #299,Psoriasis,146
NCT100007024,Interventional,Phase 3,Withdrawn,393,2020-09-16,2021-06-29,Industry,Industry Sponsor #304,Alzheimer's Disease,286
NCT100007025,Interventional,Phase 4,"Active, not recruiting",78,2014-11-10,,Industry,Industry Sponsor #125,Parkinson's Disease,
NCT100007026,Interventional,Phase 2,"Active, not recruiting",848,2025-02-21,,Industry,Industry Sponsor #140,Multiple Sclerosis,
NCT100007027,Interventional,Phase 2,Completed,19,2018-08-23,2023-08-01,Industry,Industry Sponsor #269,Rheumatoid Arthritis,1804
NCT100007028,Interventional,Phase 3,Completed,622,2016-03-05,2019-03-06,Industry,Industry Sponsor #120,Migraine,1096
NCT100007029,Interventional,Phase 4,Completed,136,2018-08-03,2020-11-24,Other,Other Sponsor #358,Coronary Artery Disease,844
NCT100007030,Interventional,Phase 2,"Active, not recruiting",33,2018-08-21,,Other,Other Sponsor #98,Chronic Kidney Disease,
NCT100007031,Interventional,Phase 2,Completed,160,2011-06-18,2014-05-28,Industry,Industry Sponsor #94,Chronic Kidney Disease,1075
NCT100007032,Interventional,Phase 2,Completed,302,2016-05-26,2018-07-04,Industry,Industry Sponsor #246,Asthma,769
NCT100007033,Interventional,Phase 3,Terminated,16,2025-09-05,2025-12-31,NIH,NIH Sponsor #37,Major Depressive Disorder,117
NCT100007034,Interventional,Phase 2,Recruiting,90,2015-10-06,,Industry,Industry Sponsor #302,Alzheimer's Disease,
NCT100007035,Interventional,Phase 3,Recruiting,20,2014-11-23,,Industry,Industry Sponsor #16,Parkinson's Disease,
NCT100007036,Interventional,Phase 1,Terminated,10,2017-11-15,2018-04-09,Other,Other Sponsor #282,Ulcerative Colitis,145
NCT100007037,Interventional,Phase 2,Completed,41,2012-02-02,2015-03-19,Industry,Industry Sponsor #398,Schizophrenia,1141
NCT100007038,Interventional,Phase 2,"Active, not recruiting",289,2011-04-03,,Other,Other Sponsor #372,Chronic Obstructive Pulmonary Disease,
NCT100007039,Interventional,Phase 3,Terminated,163,2014-11-27,2015-07-18,Industry,Industry Sponsor #17,Parkinson's Disease,233
NCT100007040,Interventional,Phase 3,Completed,126,2019-05-21,2021-10-13,NIH,NIH Sponsor #22,Chronic Kidney Disease,876
NCT100007041,Interventional,Phase 2,Completed,149,2019-12-29,2021-06-04,Industry,Industry Sponsor #155,Chronic Obstructive Pulmonary Disease,523
NCT100007042,Interventional,Phase 3,Unknown status,68,2012-01-24,,NIH,NIH Sponsor #351,Parkinson's Disease,
NCT100007043,Interventional,Phase 2,Completed,12,2021-04-29,2022-06-27,Other,Other Sponsor #162,Ulcerative Colitis,424
NCT100007044,Interventional,Phase 3,"Active, not recruiting",36,2019-11-14,,Other,Other Sponsor #60,Chronic Kidney Disease,
NCT100007045,Interventional,Phase 1,Completed,39,2019-03-13,2020-08-17,Industry,Industry Sponsor #195,Obesity,523
NCT100007046,Interventional,Phase 3,Completed,111,2015-12-30,2017-11-12,Industry,Industry Sponsor #194,Asthma,683
NCT100007047,Interventional,Phase 2,Completed,53,2014-06-19,2018-04-17,Other,Other Sponsor #238,Hypertension,1398
NCT100007048,Interventional,Phase 1,Recruiting,43,2015-07-04,,Industry,Industry Sponsor #199,HIV Infections,
NCT100007049,Interventional,Phase 2,Completed,38,2024-04-30,2026-08-09,Other,Other Sponsor #202,Chronic Kidney Disease,831
NCT100007050,Interventional,Phase 1,Completed,33,2015-09-13,2017-06-17,Other,Other Sponsor #11,Alzheimer's Disease,643
NCT100007051,Interventional,Phase 4,Recruiting,59,2022-06-03,,Industry,Industry Sponsor #159,Osteoarthritis,
NCT100007052,Interventional,Phase 2,Completed,1960,2014-03-06,2016-01-20,Industry,Industry Sponsor #361,Major Depressive Disorder,685
NCT100007053,Interventional,Phase 2,Terminated,66,2016-02-18,2016-09-14,Industry,Industry Sponsor #148,Breast Cancer,209
NCT100007054,Interventional,Phase 1,Unknown status,81,2012-02-27,,Other,Other Sponsor #270,Multiple Sclerosis,
NCT100007055,Interventional,Phase 1,Completed,142,2012-05-05,2014-05-25,Other,Other Sponsor #289,HIV Infections,750
NCT100007056,Interventional,Phase 4,Recruiting,359,2013-09-28,,Industry,Industry Sponsor #311,Breast Cancer,
NCT100007057,Interventional,Phase 2,Completed,43,2014-06-05,2018-06-01,Other,Other Sponsor #36,Hypertension,1457
NCT100007058,Interventional,Phase 1,Completed,71,2014-02-03,2018-02-17,Other,Other Sponsor #226,Schizophrenia,1475
NCT100007059,Interventional,Phase 4,Completed,73,2024-04-27,2026-08-24,Industry,Industry Sponsor #199,Migraine,849
NCT100007060,Interventional,Phase 1,Completed,128,2023-05-27,2025-02-18,Industry,Industry Sponsor #108,Psoriasis,633
NCT100007061,Interventional,Phase 4,Completed,95,2014-11-05,2017-03-09,Industry,Industry Sponsor #349,Type 2 Diabetes Mellitus,855
NCT100007062,Interventional,Phase 2,Completed,1016,2023-06-23,2025-06-06,Industry,Industry Sponsor #248,Parkinson's Disease,714
NCT100007063,Interventional,Phase 3,Completed,27,2015-09-28,2020-06-23,Other,Other Sponsor #308,Chronic Obstructive Pulmonary Disease,1730
NCT100007064,Interventional,Phase 2,Terminated,23,2016-02-18,2016-07-14,NIH,NIH Sponsor #169,Osteoarthritis,147
NCT100007065,Interventional,Phase 3,Completed,93,2015-07-22,2017-01-08,Industry,Industry Sponsor #172,Breast Cancer,536
NCT100007066,Interventional,Phase 4,Completed,77,2020-01-30,2022-03-11,Industry,Industry Sponsor #353,Coronary Artery Disease,771
NCT100007067,Interventional,Phase 1,Terminated,240,2011-12-04,2012-08-05,Other,Other Sponsor #194,HIV Infections,245
NCT100007068,Interventional,Phase 2,Completed,197,2025-04-17,2025-12-31,Other,Other Sponsor #199,Non-Small Cell Lung Cancer,258
NCT100007069,Interventional,Phase 3,"Active, not recruiting",86,2016-11-14,,Industry,Industry Sponsor #310,Chronic Kidney Disease,
NCT100007070,Interventional,Phase 3,Completed,934,2019-05-26,2021-09-23,Industry,Industry Sponsor #41,Coronary Artery Disease,851
NCT100007071,Interventional,Phase 3,Completed,140,2013-08-11,2015-01-21,Industry,Industry Sponsor #372,Coronary Artery Disease,528
NCT100007072,Interventional,Phase 3,Completed,28,2025-10-08,2025-12-31,Other,Other Sponsor #143,Type 2 Diabetes Mellitus,84
NCT100007073,Interventional,Phase 2,Completed,6,2012-01-04,2013-06-17,Industry,Industry Sponsor #372,Migraine,530
NCT100007074,Interventional,Phase 2,Completed,101,2024-12-06,2026-12-24,Industry,Industry Sponsor #236,Asthma,748
NCT100007075,Interventional,Phase 2,Completed,42,2016-02-24,2018-07-26,Other,Other Sponsor #47,Alzheimer's Disease,883
NCT100007076,Interventional,Phase 4,Completed,5,2024-04-22,2026-09-14,Industry,Industry Sponsor #230,Migraine,875
NCT100007077,Interventional,Phase 4,Completed,206,2024-10-11,2025-12-31,Industry,Industry Sponsor #268,Schizophrenia,446
NCT100007078,Interventional,Phase 2,Terminated,229,2025-04-19,2026-04-23,Other,Other Sponsor #246,Parkinson's Disease,369
NCT100007079,Interventional,Phase 2,Terminated,23,2014-07-22,2015-06-10,Industry,Industry Sponsor #345,Schizophrenia,323
NCT100007080,Interventional,Phase 4,Unknown status,42,2015-12-07,,Industry,Industry Sponsor #314,Parkinson's Disease,
NCT100007081,Interventional,Phase 3,Unknown status,84,2011-08-08,,Industry,Industry Sponsor #399,Ulcerative Colitis,
NCT100007082,Interventional,Phase 2,Recruiting,94,2019-05-06,,Industry,Industry Sponsor #377,Ulcerative Colitis,
NCT100007083,Interventional,Phase 1,Recruiting,133,2020-07-26,,Other,Other Sponsor #392,Chronic Obstructive Pulmonary Disease,
NCT100007084,Interventional,Phase 3,Completed,245,2021-10-18,2023-08-21,Industry,Industry Sponsor #102,Obesity,672
NCT100007085,Interventional,Phase 1,Withdrawn,15,2019-06-04,2020-01-01,Other,Other Sponsor #216,Schizophrenia,211
NCT100007086,Interventional,Phase 1,Recruiting,105,2021-08-09,,Industry,Industry Sponsor #142,HIV Infections,
NCT100007087,Interventional,Phase 1,Completed,88,2017-03-14,2019-01-24,Industry,Industry Sponsor #138,Alzheimer's Disease,681
NCT100007088,Interventional,Phase 2,Withdrawn,15,2017-08-22,2018-11-22,Industry,Industry Sponsor #195,Migraine,457
NCT100007089,Interventional,Phase 3,Recruiting,94,2014-10-25,,Other,Other Sponsor #272,Non-Small Cell Lung Cancer,
NCT100007090,Interventional,Phase 1,Completed,101,2011-10-29,2015-03-16,Industry,Industry Sponsor #346,Breast Cancer,1234
NCT100007091,Interventional,Phase 2,Completed,30,2020-07-21,2023-05-04,Other,Other Sponsor #148,Chronic Kidney Disease,1017
NCT100007092,Interventional,Phase 2,Completed,171,2014-06-28,2018-06-17,Industry,Industry Sponsor #41,Chronic Obstructive Pulmonary Disease,1450
NCT100007093,Interventional,Phase 1,Completed,124,2017-08-18,2020-08-14,Other,Other Sponsor #154,Non-Small Cell Lung Cancer,1092
NCT100007094,Interventional,Phase 4,Completed,11,2023-10-24,2026-05-07,Industry,Industry Sponsor #234,Non-Small Cell Lung Cancer,926
NCT100007095,Interventional,Phase 3,Completed,65,2023-08-20,2025-11-22,Industry,Industry Sponsor #214,Hypertension,825
NCT100007096,Interventional,Phase 2,Unknown status,92,2016-07-24,,Other,Other Sponsor #293,Chronic Obstructive Pulmonary Disease,
NCT100007097,Interventional,Phase 1,Terminated,162,2019-11-13,2020-04-17,Other,Other Sponsor #316,Rheumatoid Arthritis,156
NCT100007098,Interventional,Phase 1,Completed,47,2014-07-25,2017-08-31,NIH,NIH Sponsor #165,Chronic Kidney Disease,1133
NCT100007099,Interventional,Phase 1,Recruiting,277,2021-09-11,,Other,Other Sponsor #90,Psoriasis,
NCT100007100,Interventional,Phase 3,Completed,7,2021-04-30,2024-11-12,Industry,Industry Sponsor #40,Hypertension,1292
NCT100007101,Interventional,Phase 3,Unknown status,89,2015-08-07,,Other,Other Sponsor #126,Obesity,
NCT100007102,Interventional,Phase 3,Terminated,246,2013-10-18,2014-09-10,Industry,Industry Sponsor #220,Psoriasis,327
NCT100007103,Interventional,Phase 2,Completed,74,2020-09-11,2023-02-06,Other,Other Sponsor #338,Alzheimer's Disease,878
NCT100007104,Interventional,Phase 2,Completed,891,2012-04-29,2014-01-08,Other,Other Sponsor #89,Coronary Artery Disease,619
NCT100007105,Interventional,Phase 3,Completed,84,2019-04-28,2022-05-17,Industry,Industry Sponsor #386,Asthma,1115
